depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.7029035219493267,0.002366750719388107,1.9086279510080724,0.0015573105814581318
2,2,0.02,0.09173674831225848,0.0015866322717589915,0.0715374949473121,0.0012212403585035462
2,3,0.02,1.1191048088221578e-15,5.509570548863544e-17,9.059419880941278e-16,1.230696119285481e-17
2,4,0.02,1.3411494137471891e-15,7.048578566691252e-17,1.4921397450962103e-15,7.29821130966504e-17
2,5,0.02,1.723066134218243e-15,5.422982071392023e-17,2.291500322826323e-15,7.145283604301783e-17
2,6,0.02,1.8474111129762605e-15,9.345730545338359e-17,2.0250467969162854e-15,8.716827541651139e-17
2,7,0.02,1.829647544582258e-15,8.849752011799091e-17,2.3803181647963358e-15,1.1900265110713963e-16
2,8,0.02,1.652011860642233e-15,9.402953273156844e-17,2.9132252166164106e-15,1.4870557788850895e-16
2,9,0.02,1.7053025658242404e-15,9.345730545338357e-17,4.085620730620576e-15,1.5280799322856753e-16
2,10,0.02,1.6875389974302379e-15,1.1849778104645679e-16,5.4001247917767615e-15,2.1877332753690343e-16
2,11,0.02,1.652011860642233e-15,1.0953080227315577e-16,4.405364961712621e-15,2.3694229867790377e-16
2,12,0.02,1.616484723854228e-15,1.114725839793865e-16,4.618527782440651e-15,2.51214793389404e-16
2,13,0.02,1.758593271006248e-15,8.515403361433644e-17,4.547473508864641e-15,2.2559032496456474e-16
2,14,0.02,1.5454304502782179e-15,1.089531041401106e-16,4.973799150320701e-15,3.014577520672848e-16
