depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.05,1.3876379594211425,0.0035738786260862223,1.7641480684286421,0.0038080709044217603
2,2,0.05,0.14339361524116379,0.001429214535156584,0.1691752513250364,0.0016330805080369806
2,3,0.05,1.758593271006248e-15,7.840155721337505e-17,1.1546319456101628e-15,5.02429586778808e-17
2,4,0.05,1.8474111129762605e-15,5.526725454566887e-17,1.580957587066223e-15,5.203239977858519e-17
2,5,0.05,1.7763568394002505e-15,7.53644380168212e-17,2.0250467969162854e-15,7.55317288730925e-17
2,6,0.05,1.8829382497642656e-15,7.79980467772395e-17,2.0961010704922954e-15,9.972942541209448e-17
2,7,0.05,2.4513724383723455e-15,1.1110398482907077e-16,2.5579538487363606e-15,1.24699744040301e-16
2,8,0.05,3.268496584496461e-15,1.0491037770232056e-16,2.6645352591003757e-15,1.25607396694702e-16
2,9,0.05,3.446132268436486e-15,1.0551021322354969e-16,3.4106051316484808e-15,1.4938305555481178e-16
2,10,0.05,3.517186542012496e-15,1.3750424784833814e-16,3.801403636316536e-15,1.8805906546313687e-16
2,11,0.05,3.4106051316484808e-15,9.845568954283849e-17,3.943512183468556e-15,2.0278496311946035e-16
2,12,0.05,3.552713678800501e-15,1.7404671430534633e-16,4.405364961712621e-15,2.145792005669236e-16
2,13,0.05,3.623767952376511e-15,1.3255002859706358e-16,4.192202140984591e-15,1.930271438824054e-16
2,14,0.05,3.0553337637684308e-15,1.6693974379891658e-16,3.765876499528531e-15,3.0824781963877766e-16
