depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.01,1.8504042601720103,0.0456681271894582,2.051095357823448,0.04975465280914138
3,2,0.01,2.496421318980571,0.0639180627644531,2.727599139792494,0.07264735399740184
3,3,0.01,0.03136282896627849,0.0013354608127015887,0.025370071337840746,0.0012409549071012215
3,4,0.01,0.02940705320841193,0.0015542508893366424,0.017174694491143967,0.0013752788922615602
3,5,0.01,0.00013462319725650042,6.375515635337482e-06,2.0182867186946396e-06,1.1561080640106253e-07
3,6,0.01,0.00013054340097854223,8.00210165370161e-06,1.3061415501702812e-06,1.215342101270136e-07
3,7,0.01,5.684912440617751e-07,3.46330393865494e-08,1.4739587328449488e-10,1.0973194483238622e-11
3,8,0.01,5.422033111113223e-07,4.4561147936568785e-08,9.6856638265308e-11,1.1725026384044319e-11
3,9,0.01,2.395564191459698e-09,1.5750306776704587e-10,1.0942358130705543e-14,7.609113214486771e-16
3,10,0.01,2.145479971460418e-09,2.154117821039086e-10,8.881784197001252e-15,9.399596873523529e-16
3,11,0.01,9.307203896469218e-12,9.12487194729057e-13,4.938272013532696e-15,3.149315860494583e-16
3,12,0.01,6.942766361817121e-12,8.035545976189691e-13,1.4352963262354024e-14,1.8771242737282553e-15
