depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.1,0.9810657570913319,0.005379672086375713,1.4847285353996926,0.007395487730582266
2,2,0.1,0.15802624964833356,0.0015666649994649858,0.2870414119408373,0.002668300479664223
2,3,0.1,1.8118839761882555e-15,7.519677498818825e-17,1.0835776720341528e-15,8.716827541651139e-17
2,4,0.1,2.291500322826323e-15,7.574032283247278e-17,1.794120407794253e-15,1.7585035537258277e-17
2,5,0.1,2.9132252166164106e-15,1.2058310082691392e-16,1.5987211554602255e-15,7.536443801682121e-17
2,6,0.1,3.588240815588506e-15,2.0402600875060598e-16,1.6697754290362353e-15,1.1686214096612364e-16
2,7,0.1,4.263256414560601e-15,2.009718347115232e-16,2.0605739337042904e-15,8.496855303335875e-17
2,8,0.1,5.151434834260726e-15,2.3160859559832574e-16,2.806643806252396e-15,1.2398919840432504e-16
2,9,0.1,5.222489107836736e-15,1.9072481239091912e-16,2.842170943040401e-15,1.7404671430534638e-16
2,10,0.1,4.7251091928046665e-15,1.7841556896044206e-16,3.4106051316484808e-15,1.314023877008234e-16
2,11,0.1,5.4001247917767615e-15,1.8087465124037086e-16,3.232969447708456e-15,1.717839012902769e-16
2,12,0.1,6.217248937900877e-15,2.897150329470593e-16,3.943512183468556e-15,1.531380324753137e-16
2,13,0.1,7.531752999057062e-15,3.428322680126376e-16,3.552713678800501e-15,2.409567650518791e-16
2,14,0.1,8.242295734817162e-15,3.087387907271538e-16,3.836930773104541e-15,1.693418779469338e-16
