depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.6853114122011577,0.015961120192635993,1.8879246464073702,0.018422373604886667
2,2,0.02,0.09252253563099848,0.0014238220854671138,0.07191899627562996,0.001270958189858377
2,3,0.02,1.0613732115416497e-15,4.8358847727460267e-17,9.14823772291129e-16,1.9499511694309876e-17
2,4,0.02,1.2789769243681803e-15,8.007409966797245e-17,1.5454304502782179e-15,6.555695395336847e-17
2,5,0.02,1.7141843500212416e-15,5.180448628798361e-17,2.2382096176443156e-15,6.275343527539581e-17
2,6,0.02,1.865174681370263e-15,6.2803698347351e-17,2.184918912462308e-15,9.469831450745289e-17
2,7,0.02,1.8474111129762605e-15,7.034014214903311e-17,2.415845301584341e-15,1.306316925624901e-16
2,8,0.02,1.723066134218243e-15,9.536240619545956e-17,2.7000623958883807e-15,1.3518997541297355e-16
2,9,0.02,1.7408297026122454e-15,7.087641529061274e-17,3.907985046680551e-15,1.6663704229186141e-16
2,10,0.02,1.652011860642233e-15,8.335638459762199e-17,5.5067062021407766e-15,2.0867467974864566e-16
2,11,0.02,1.6875389974302379e-15,1.1304665702523182e-16,4.618527782440651e-15,2.302421612799272e-16
2,12,0.02,1.5099033134902129e-15,1.0126792072454709e-16,4.902744876744691e-15,2.822563383523573e-16
2,13,0.02,1.971756091734278e-15,8.05847564479745e-17,4.831690603168682e-15,2.974111557770179e-16
2,14,0.02,1.758593271006248e-15,1.05060657650009e-16,5.115907697472721e-15,3.2029639867188976e-16
