depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.1,0.9826992948221658,0.005304849694495876,1.465849001104266,0.005457965385766438
2,2,0.1,0.15327853774132216,0.0030358968569669416,0.27895524038334935,0.005170655527775471
2,3,0.1,2.0250467969162854e-15,7.123168776872795e-17,1.1102230246251565e-15,8.903960971090994e-17
2,4,0.1,2.469136006766348e-15,7.233066793156103e-17,1.829647544582258e-15,2.983010394030335e-17
2,5,0.1,2.771116669464391e-15,1.24699744040301e-16,1.6697754290362353e-15,8.57080670031594e-17
2,6,0.1,3.765876499528531e-15,1.6388757152683975e-16,1.794120407794253e-15,1.2175497579529655e-16
2,7,0.1,4.121147867408581e-15,1.7720884547628553e-16,2.2026824808563106e-15,1.1301874082354053e-16
2,8,0.1,5.044853423896711e-15,2.0933896198949116e-16,2.771116669464391e-15,1.3444099471673e-16
2,9,0.1,5.258016244624741e-15,2.187733275369034e-16,2.5934809855243656e-15,1.2520480784918745e-16
2,10,0.1,4.938272013532696e-15,2.0278496311946038e-16,3.4106051316484808e-15,1.4068028429806622e-16
2,11,0.1,6.217248937900877e-15,2.622759442558014e-16,3.0908609005564358e-15,2.1203481013823154e-16
2,12,0.1,6.1106675275368615e-15,2.666192676669783e-16,3.9790393202565614e-15,1.632702903446565e-16
2,13,0.1,7.389644451905042e-15,3.1521200601245646e-16,3.623767952376511e-15,2.5101374110158324e-16
2,14,0.1,7.744915819785093e-15,3.435678025805538e-16,4.334310688136611e-15,2.3111760991825166e-16
