depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.01,1.831009742533299,0.0017295140482053827,1.9537840081237312,0.0009291457604842233
2,2,0.01,0.059825826123874604,0.000942908174360962,0.036752832676544764,0.0006580242684949682
2,3,0.01,1.0835776720341528e-15,5.352702875896171e-17,7.105427357601002e-16,6.2803698347351e-17
2,4,0.01,1.092459456231154e-15,6.051357138721806e-17,1.4921397450962103e-15,7.718469768178846e-17
2,5,0.01,1.2256862191861727e-15,9.019275832703573e-17,2.1316282072803005e-15,9.057678187205882e-17
2,6,0.01,1.5365486660812166e-15,1.0143137545105278e-16,2.469136006766348e-15,1.3123418488635164e-16
2,7,0.01,1.4122036873231992e-15,1.0024225760977876e-16,2.5934809855243656e-15,1.4396163968907282e-16
2,8,0.01,1.9273471707492717e-15,6.718528186794062e-17,3.9790393202565614e-15,1.7082605950479474e-16
2,9,0.01,1.803002191991254e-15,9.179658048953049e-17,4.121147867408581e-15,2.0982075540464109e-16
2,10,0.01,1.6697754290362353e-15,1.0845964142784046e-16,4.547473508864641e-15,2.7131197686055636e-16
2,11,0.01,1.8829382497642656e-15,7.384176715712885e-17,4.476419235288631e-15,2.622278158134739e-16
2,12,0.01,1.6342482922482305e-15,1.389878622292326e-16,4.6895820560166614e-15,2.3437142008433854e-16
2,13,0.01,1.838529328779259e-15,6.154762438040397e-17,4.547473508864641e-15,3.0212691549237e-16
2,14,0.01,1.8207657603852566e-15,8.903960971090994e-17,3.836930773104541e-15,2.2106901818267548e-16
