depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.679778169181839,0.01583568523397335,1.886553400117188,0.018365993737333698
2,2,0.02,0.09173674831225849,0.0015866322717589918,0.07153749494731208,0.001221240358503556
2,3,0.02,1.0658141036401502e-15,6.526751786450487e-17,9.14823772291129e-16,1.4915051970151673e-17
2,4,0.02,1.270095140171179e-15,7.537490457308537e-17,1.438849039914203e-15,6.096812761928487e-17
2,5,0.02,1.7319479184152442e-15,6.676124710113432e-17,2.220446049250313e-15,6.76416532196092e-17
2,6,0.02,1.829647544582258e-15,5.843107048306182e-17,1.8829382497642656e-15,7.384176715712885e-17
2,7,0.02,1.9539925233402757e-15,8.331852114593071e-17,2.5224267119483555e-15,1.2398919840432504e-16
2,8,0.02,1.7763568394002505e-15,8.331852114593071e-17,2.6645352591003757e-15,1.4431191183625386e-16
2,9,0.02,1.5987211554602255e-15,6.64651868968836e-17,4.050093593832571e-15,1.424633755374559e-16
2,10,0.02,1.7408297026122454e-15,8.316689495813722e-17,5.222489107836736e-15,2.2698476477903693e-16
2,11,0.02,1.5631940186722204e-15,1.0222929752457446e-16,5.329070518200751e-15,2.51214793389404e-16
2,12,0.02,1.652011860642233e-15,1.12374754152247e-16,5.044853423896711e-15,3.029612913298911e-16
2,13,0.02,1.7408297026122454e-15,1.1223426809388081e-16,4.973799150320701e-15,2.658607475875344e-16
2,14,0.02,1.4921397450962103e-15,1.163208590337554e-16,4.263256414560601e-15,2.461392238570962e-16
