depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.1,8.659739592076221e-16,1.8038988979531736e-17,4.796163466380677e-16,1.703821625409574e-17
1,2,0.1,1.2434497875801752e-15,5.329070518200751e-17,1.0125233984581427e-15,4.3584137708255697e-17
1,3,0.1,1.6431300764452318e-15,8.634081047997268e-17,1.2789769243681803e-15,5.422982071392023e-17
1,4,0.1,1.6431300764452318e-15,8.067281120720503e-17,1.9184653865522706e-15,6.815286501638296e-17
1,5,0.1,2.113864638886298e-15,8.290088181850333e-17,2.3980817331903383e-15,9.483150488903745e-17
1,6,0.1,1.900701818158268e-15,9.061161239896512e-17,2.184918912462308e-15,1.0720133239498331e-16
1,7,0.1,2.1671553440683055e-15,9.453156263568069e-17,2.6645352591003757e-15,1.5280799322856753e-16
1,8,0.1,2.3980817331903383e-15,1.237089388899914e-16,3.872457909892546e-15,1.4811024290165044e-16
1,9,0.1,2.7178259642823833e-15,1.2154746822940866e-16,4.7961634663806766e-15,2.0253584144909419e-16
1,10,0.1,2.5934809855243656e-15,1.1468168559907336e-16,7.069900220812997e-15,2.634283889607989e-16
1,11,0.1,3.304023721284466e-15,1.2317212724155778e-16,5.186961971048731e-15,3.049544792173e-16
1,12,0.1,4.085620730620576e-15,1.5280799322856753e-16,6.963318810448982e-15,3.886610310012583e-16
1,13,0.1,3.481659405224491e-15,1.7375639431289589e-16,6.394884621840902e-15,4.1431405114489206e-16
1,14,0.1,4.192202140984591e-15,1.7229745669996732e-16,7.176481631177012e-15,4.548583596397072e-16
