depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.05,9.325873406851315e-16,2.51214793389404e-17,4.3520742565306136e-16,8.792517768629138e-18
1,2,0.05,1.3411494137471891e-15,6.247626556568154e-17,0.0,0.0
1,3,0.05,1.6786572132332366e-15,8.818498060139683e-17,4.440892098500626e-16,0.0
1,4,0.05,2.0161650127192843e-15,9.500603390068874e-17,8.881784197001252e-16,0.0
1,5,0.05,2.113864638886298e-15,1.062552458729597e-16,8.881784197001252e-16,0.0
1,6,0.05,2.4069635173873393e-15,1.0884444439018996e-16,1.3855583347321954e-15,1.0705405751792344e-16
1,7,0.05,2.3003821070233242e-15,1.3626521194748194e-16,2.3803181647963358e-15,1.4742691633704247e-16
1,8,0.05,2.531308496145357e-15,1.2763219692857242e-16,3.161915174132446e-15,1.831629781840184e-16
1,9,0.05,2.4868995751603505e-15,1.3987047740492306e-16,3.9790393202565614e-15,2.4387251047713946e-16
1,10,0.05,2.4513724383723455e-15,1.2946704798571744e-16,5.577760475716787e-15,3.1380740035975784e-16
1,11,0.05,2.3447910280083307e-15,1.2995358501777249e-16,3.907985046680551e-15,3.0561598645713516e-16
1,12,0.05,2.6645352591003757e-15,1.4210854715202004e-16,5.329070518200751e-15,2.51214793389404e-16
1,13,0.05,2.3092638912203257e-15,1.5485919901226002e-16,3.907985046680551e-15,3.2171190647067566e-16
1,14,0.05,2.771116669464391e-15,1.9562520347358547e-16,4.7606363295926715e-15,3.568311379208842e-16
