depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
10,1,0.02,0.19910592543419553,0.010801316380635409,0.31652828617858586,0.016611296062102588
10,2,0.02,0.3399702511927902,0.008758128467139822,0.5567095644029983,0.014493632817194409
10,3,0.02,0.4376825913607252,0.007938615212488363,0.8076580322807234,0.01607884777218147
10,4,0.02,0.5117500419316925,0.007187148351474895,1.0631098438750413,0.014959781230745109
10,5,0.02,0.5030302659352011,0.007027899984358305,1.1456014077038803,0.015885833338269085
10,6,0.02,0.4126243925918239,0.006791321303627986,1.0040380954538073,0.01527327493605861
10,7,0.02,0.30476468666253576,0.007068569233190272,0.7197903331556934,0.017399603443054808
10,8,0.02,0.17469749324586537,0.005438291708031849,0.34714432228196995,0.014672169111204992
10,9,0.02,0.10095223031472855,0.0033479028548532644,0.13564560473499668,0.008064422701340591
10,10,0.02,0.049529615191317544,0.0014391412717034086,0.03386335911557503,0.001795307365569574
10,11,0.02,0.02687993011454262,0.0007584256776661349,0.010535198231973943,0.0006761048772490164
10,12,0.02,0.016088449972440858,0.0005930676709034362,0.0037504675006038647,0.0003905724639784139
