depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.6979879965698186,0.002519226505833096,1.9060260563004252,0.0016678653074018537
2,2,0.02,0.09173674831225849,0.0015866322717589926,0.07153749494731212,0.0012212403585035365
2,3,0.02,1.1013412404281553e-15,5.215354639142049e-17,8.704148513061227e-16,1.7585035537258277e-17
2,4,0.02,1.3766765505351941e-15,6.79325864040441e-17,1.4921397450962103e-15,6.375116770458917e-17
2,5,0.02,1.6253665080512292e-15,7.389516348137978e-17,2.2382096176443156e-15,6.759498770648678e-17
2,6,0.02,2.0605739337042904e-15,7.718469768178846e-17,1.971756091734278e-15,9.496450846756701e-17
2,7,0.02,1.8207657603852566e-15,9.749755847154938e-17,2.3803181647963358e-15,1.1900265110713963e-16
2,8,0.02,1.8118839761882555e-15,1.0646292071052484e-16,2.9842794901924207e-15,1.1718571004216927e-16
2,9,0.02,1.865174681370263e-15,9.144356508438811e-17,4.085620730620576e-15,1.6085595323533783e-16
2,10,0.02,1.7053025658242404e-15,9.001766059185405e-17,5.258016244624741e-15,2.3002277851331094e-16
2,11,0.02,1.6342482922482305e-15,1.1053450909133775e-16,4.831690603168682e-15,2.612633851249802e-16
2,12,0.02,1.5987211554602255e-15,1.1234667099445445e-16,4.476419235288631e-15,2.4221066821978797e-16
2,13,0.02,1.865174681370263e-15,1.2623387138745462e-16,4.6895820560166614e-15,2.919284523866016e-16
2,14,0.02,1.7408297026122454e-15,1.6272824852022134e-16,5.115907697472721e-15,3.202963986718898e-16
