depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.01,1.3167245072054356e-15,6.747818273290768e-17,0.0,0.0
1,2,0.01,2.0838886172214188e-15,8.373481345964052e-17,4.3520742565306136e-16,8.792517768629138e-18
1,3,0.01,2.01949568179316e-15,9.146903741192528e-17,4.440892098500626e-16,0.0
1,4,0.01,2.633449014410871e-15,1.3763326965916403e-16,0.0,0.0
1,5,0.01,2.617905892066119e-15,1.2627643689658841e-16,1.0835776720341528e-15,1.0139248155973018e-16
1,6,0.01,2.9531932455029166e-15,1.3763183674796886e-16,1.6875389974302379e-15,4.52883909360294e-17
1,7,0.01,2.6867397195928787e-15,1.410289175058958e-16,2.3447910280083307e-15,1.1718571004216927e-16
1,8,0.01,2.746691762922637e-15,1.1123570427702034e-16,3.268496584496461e-15,9.209686451197086e-17
1,9,0.01,2.6068036618198676e-15,1.476635020943272e-16,4.298783551348606e-15,2.1952206034506227e-16
1,10,0.01,2.966515921798418e-15,1.4977859133626253e-16,4.938272013532696e-15,3.563001652475156e-16
1,11,0.01,2.6423307986078726e-15,1.717942333624185e-16,5.329070518200751e-15,3.0561598645713506e-16
1,12,0.01,3.1308289294429414e-15,1.6344051640595887e-16,5.684341886080802e-15,3.4809342861069276e-16
1,13,0.01,2.6201263381153696e-15,1.568835881884895e-16,5.258016244624741e-15,3.7919289934866164e-16
1,14,0.01,2.562394740834861e-15,1.6039061241141828e-16,7.034373084024992e-15,4.320894446297749e-16
