depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
4,1,0.01,1.7139732888007082,0.03971543856983233,1.9839320683105353,0.04650921614828823
4,2,0.01,1.8153106817893312,0.042118124858395146,2.120434624890333,0.05206455642000096
4,3,0.01,1.1681052672721772,0.04857659179858341,1.3140432535444801,0.05808501594712586
4,4,0.01,0.08019733578513913,0.0038998122455660513,0.05189496259333854,0.0032023638368863204
4,5,0.01,0.016949184334662474,0.0007820988135245982,0.007210894094442768,0.000880867139314085
4,6,0.01,0.006889596296162565,0.000699594632901815,0.002082203673632961,0.0005866415997050827
4,7,0.01,0.0005850369692366009,7.009540432780709e-05,2.5841402182571472e-05,5.7409166949438956e-06
4,8,0.01,0.00010514008315027468,1.034806137384251e-05,5.583118059959702e-07,1.2124744594439994e-07
4,9,0.01,1.2133788107586696e-05,1.3596232018716488e-06,4.950203816633802e-08,2.1592819709304767e-08
4,10,0.01,4.328097488404126e-06,7.365560865855767e-07,4.170186187479885e-09,1.2623788217234213e-09
4,11,0.01,3.3790001468858577e-07,6.9661877863113e-08,1.6854190931780977e-10,9.526246027855785e-11
4,12,0.01,9.090101697140086e-08,2.039259328279603e-08,8.069669377164245e-12,4.703895664256231e-12
