depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.05,1.3823603871647152,0.0038242227713756777,1.7593538415306438,0.003780228861888689
2,2,0.05,0.140506165842365,0.0024244260437451676,0.16587593046373195,0.0027702509440149657
2,3,0.05,1.6431300764452318e-15,4.905125646631373e-17,1.0480505352461477e-15,4.120228959700683e-17
2,4,0.05,1.794120407794253e-15,3.9641025758679046e-17,1.6342482922482305e-15,4.6048432255985424e-17
2,5,0.05,1.758593271006248e-15,6.399817044187664e-17,1.936228954946273e-15,6.966399564279717e-17
2,6,0.05,1.9184653865522706e-15,7.685694801574505e-17,2.0605739337042904e-15,1.0491037770232056e-16
2,7,0.05,2.415845301584341e-15,1.306316925624901e-16,2.415845301584341e-15,1.2058310082691392e-16
2,8,0.05,3.3217872896784686e-15,9.66769052310765e-17,2.6645352591003757e-15,1.352833064392184e-16
2,9,0.05,3.0553337637684308e-15,1.2347916251785852e-16,3.517186542012496e-15,1.2799634088375328e-16
2,10,0.05,3.304023721284466e-15,1.124589615482166e-16,3.907985046680551e-15,2.1316282072803005e-16
2,11,0.05,3.3750779948604757e-15,1.25607396694702e-16,3.872457909892546e-15,1.3932799128559435e-16
2,12,0.05,3.161915174132446e-15,1.61169512895949e-16,5.044853423896711e-15,2.6756439387672133e-16
2,13,0.05,3.801403636316536e-15,1.5896160705038008e-16,4.192202140984591e-15,1.930271438824054e-16
2,14,0.05,3.3395508580724707e-15,1.476835343142577e-16,4.050093593832571e-15,2.4634425448311556e-16
