depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.7011801671159097,0.002281765059304972,1.9081151962240392,0.0013624287140846594
2,2,0.02,0.09362639984896955,0.0009353297909815795,0.07299197104818038,0.0007199289397984023
2,3,0.02,1.1723955140041654e-15,6.375116770458917e-17,9.059419880941278e-16,1.2306961192854811e-17
2,4,0.02,1.2789769243681803e-15,7.06534628184533e-17,1.403321903126198e-15,6.199459920216252e-17
2,5,0.02,1.6964207816272391e-15,5.573629198969326e-17,2.2737367544323206e-15,6.23498720201505e-17
2,6,0.02,2.0961010704922954e-15,7.435278894425448e-17,1.8474111129762605e-15,5.526725454566888e-17
2,7,0.02,1.8474111129762605e-15,9.677477288417602e-17,2.2382096176443156e-15,1.1019141097727088e-16
2,8,0.02,1.794120407794253e-15,9.226801661001042e-17,2.6645352591003757e-15,1.25607396694702e-16
2,9,0.02,1.6342482922482305e-15,7.263540276007373e-17,3.872457909892546e-15,1.5640012451751158e-16
2,10,0.02,1.8829382497642656e-15,1.0247593068766007e-16,5.258016244624741e-15,2.1292584142104967e-16
2,11,0.02,1.7763568394002505e-15,1.4210854715202004e-16,4.476419235288631e-15,2.2038282195454176e-16
2,12,0.02,1.6697754290362353e-15,9.934901935160356e-17,4.902744876744691e-15,2.637635701783919e-16
2,13,0.02,1.936228954946273e-15,1.1699707016585925e-16,4.6895820560166614e-15,2.740890397772362e-16
2,14,0.02,1.758593271006248e-15,1.3171419448039944e-16,4.405364961712621e-15,2.145792005669236e-16
