depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.01,1.9276769661963116,0.05472496131059802,2.143812266560883,0.06261846778250942
3,2,0.01,2.445715976813602,0.05830603948620856,2.6642353211120997,0.06711834421964631
3,3,0.01,0.03125179836369717,0.0012459451314589696,0.026282523913587638,0.0011907461089380473
3,4,0.01,0.027516254291647863,0.0011913795417265753,0.01475423134791507,0.0010966118507490432
3,5,0.01,0.0001556287200090001,6.684390644243947e-06,2.2205173591416384e-06,1.2366962968677336e-07
3,6,0.01,0.00012371032190902298,6.9768562067032675e-06,1.2355631503702114e-06,1.1870222370976402e-07
3,7,0.01,6.600385780508588e-07,3.183176984639242e-08,1.6321447304790127e-10,1.0203836194963477e-11
3,8,0.01,5.391022157219539e-07,4.3169990771215073e-08,9.687219915122113e-11,1.1134459746293234e-11
3,9,0.01,2.6402024211336085e-09,1.5120170263873185e-10,1.2008172234345693e-14,8.094575696040718e-16
3,10,0.01,2.2301567170757155e-09,1.9608869676447786e-10,8.242295734817162e-15,8.267371600650665e-16
3,11,0.01,1.1151417567134558e-11,9.551777203672448e-13,5.044853423896711e-15,3.3463470115625056e-16
3,12,0.01,8.16870127096081e-12,9.914457902195331e-13,1.6981971384666395e-14,2.674303894316253e-15
