depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.01,1.3777867735598193e-15,5.645110172668659e-17,0.0,0.0
1,2,0.01,1.837419105754634e-15,9.601022308600248e-17,4.3520742565306136e-16,8.792517768629138e-18
1,3,0.01,2.162714451969805e-15,1.0963653330752487e-16,4.440892098500626e-16,0.0
1,4,0.01,2.489120021209601e-15,1.18459912291615e-16,0.0,0.0
1,5,0.01,2.5357493882438575e-15,1.3452898158976917e-16,1.0835776720341528e-15,1.0139248155973019e-16
1,6,0.01,2.724487302430134e-15,1.3831828408235024e-16,1.7053025658242404e-15,4.233546948673345e-17
1,7,0.01,2.9198865547641618e-15,1.425329207578722e-16,2.5224267119483555e-15,1.2398919840432504e-16
1,8,0.01,3.1818991885756987e-15,1.533429817108969e-16,3.3750779948604757e-15,7.53644380168212e-17
1,9,0.01,2.842170943040401e-15,1.4875331388392457e-16,3.659295089164516e-15,1.9072481239091912e-16
1,10,0.01,3.1663560662309464e-15,1.645900298187656e-16,4.192202140984591e-15,3.614700671612611e-16
1,11,0.01,2.779998453661392e-15,1.442080135895239e-16,5.258016244624741e-15,3.9228137159859274e-16
1,12,0.01,2.8554936193359025e-15,1.5851061245778416e-16,5.755396159656812e-15,3.8775066427781023e-16
1,13,0.01,2.6645352591003757e-15,1.5788604943117672e-16,5.258016244624741e-15,3.9228137159859274e-16
1,14,0.01,2.8599345114344034e-15,1.834943082404553e-16,5.258016244624741e-15,3.7919289934866164e-16
