depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.1,0.6590179888107247,0.023716664701230867,1.1497007309256424,0.04007818286578668
3,2,0.1,0.9769628590947321,0.022631205490886517,1.786426594343577,0.03405752336556213
3,3,0.1,0.0354524293868076,0.0015972434287627386,0.13638833231887892,0.005234014735014584
3,4,0.1,0.04770334923574438,0.002145182364550236,0.1554629063117886,0.008353242502929958
3,5,0.1,0.0006417585338897069,2.723231221835933e-05,0.0019463126599309178,8.885316273229652e-05
3,6,0.1,0.0008358350798407699,4.231718847001305e-05,0.002040419357367611,0.00012124657444448895
3,7,0.1,1.2334753478491223e-05,5.729078918638654e-07,2.6571862361066677e-05,1.306332499702334e-06
3,8,0.1,1.5231707214731217e-05,9.386611240997225e-07,2.681266533919313e-05,1.987175642261341e-06
3,9,0.1,1.823241892040528e-07,1.5073915453556338e-08,2.944708051799694e-07,2.487292747466947e-08
3,10,0.1,2.506353441589226e-07,2.0046194098502046e-08,3.3508854322406025e-07,3.127761321871021e-08
3,11,0.1,3.2447470488250473e-09,3.0415743916259836e-10,3.984333716289257e-09,3.8697017194618366e-10
3,12,0.1,3.49052982073772e-09,4.074963991120497e-10,3.59932919025141e-09,4.531568429710346e-10
3,13,0.1,3.476777976629819e-11,4.9722480533337435e-12,3.2925981940934435e-11,4.75535283483487e-12
3,14,0.1,1.502257873653434e-11,5.311321332921275e-12,1.1803500399309996e-11,4.266201463339378e-12
