depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.1,0.6543219653878883,0.01850544461710076,1.1508755527119487,0.033614817935055
3,2,0.1,0.957839169130173,0.02018321918573732,1.766423021111534,0.0317253366038363
3,3,0.1,0.03540464264359672,0.0017943892487364077,0.14157509414683467,0.006749787057839207
3,4,0.1,0.04646061373624857,0.0018709434758150975,0.1535913927363019,0.006879101203306057
3,5,0.1,0.0006862062901868526,3.194096482853825e-05,0.002003909484779598,8.824480391744897e-05
3,6,0.1,0.0008109591546885753,3.723017515782832e-05,0.0019320806537709246,0.0001017958991184688
3,7,0.1,1.1836435988250571e-05,6.623064663591413e-07,2.6115937708901528e-05,1.3992112609915961e-06
3,8,0.1,1.5002175999789813e-05,7.453921371611685e-07,2.6724499468855357e-05,1.4481622421232888e-06
3,9,0.1,1.9909311799182206e-07,1.3399304663363384e-08,3.1902156759855417e-07,2.2820667836075533e-08
3,10,0.1,2.382502177056267e-07,1.7047764118018698e-08,3.1673753628780334e-07,2.546579908696606e-08
3,11,0.1,3.3957949341356654e-09,3.152650493216473e-10,4.081005755551814e-09,3.8402475057321124e-10
3,12,0.1,3.293973804829875e-09,3.5366424651763374e-10,3.3388118936272804e-09,3.993640482631291e-10
3,13,0.1,3.345313359659485e-11,4.976638582457549e-12,3.074141829984001e-11,4.633541166706248e-12
3,14,0.1,4.55479209904297e-12,2.068871013935594e-12,2.9545788038376485e-12,1.4249154152253642e-12
