depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.05,1.3755561771817306,0.004085201807378472,1.7560734302069383,0.0036404307827850478
2,2,0.05,0.140506165842365,0.002424426043745147,0.1658759304637319,0.002770250944014974
2,3,0.05,1.6608936448392343e-15,5.729955573588553e-17,1.1102230246251565e-15,4.5721782542194056e-17
2,4,0.05,1.794120407794253e-15,5.323146035526242e-17,1.616484723854228e-15,5.4404100179942644e-17
2,5,0.05,1.865174681370263e-15,8.792517768629141e-17,1.971756091734278e-15,8.440966589174593e-17
2,6,0.05,1.8474111129762605e-15,7.469152777740589e-17,2.4336088699783433e-15,1.1732026710801596e-16
2,7,0.05,2.5224267119483555e-15,1.1335328148862669e-16,2.3092638912203257e-15,1.151210806399636e-16
2,8,0.05,3.1086244689504383e-15,1.0126792072454709e-16,2.6290081223123707e-15,1.3518997541297355e-16
2,9,0.05,3.2507330161024585e-15,1.1678110861548134e-16,3.552713678800501e-15,1.4210854715202004e-16
2,10,0.05,3.161915174132446e-15,1.2600869930401047e-16,3.872457909892546e-15,2.1131928005449723e-16
2,11,0.05,3.304023721284466e-15,1.2317212724155775e-16,4.334310688136611e-15,2.0812959911434075e-16
2,12,0.05,3.0553337637684308e-15,1.5919963304901386e-16,4.476419235288631e-15,2.9825872419757155e-16
2,13,0.05,3.552713678800501e-15,1.4210854715202004e-16,4.121147867408581e-15,2.0982075540464109e-16
2,14,0.05,3.4106051316484808e-15,1.8691461090676718e-16,4.050093593832571e-15,2.66050580348307e-16
