depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.7005548175223968,0.002279930085784776,1.9067175297446572,0.001546312245472588
2,2,0.02,0.09157770986264295,0.0016806799056761077,0.07119175822519583,0.0014426590269974336
2,3,0.02,1.0125233984581427e-15,4.173493594972914e-17,9.059419880941278e-16,1.2306961192854811e-17
2,4,0.02,1.2967404927621828e-15,6.260240392459372e-17,1.3855583347321954e-15,8.007409966797245e-17
2,5,0.02,1.6342482922482305e-15,6.081266252743834e-17,2.255973186038318e-15,6.260240392459372e-17
2,6,0.02,1.9539925233402757e-15,6.64651868968836e-17,1.865174681370263e-15,8.426000324584082e-17
2,7,0.02,1.7852386235972515e-15,7.792721763537659e-17,2.2382096176443156e-15,1.1019141097727088e-16
2,8,0.02,1.6342482922482305e-15,8.46709389734669e-17,2.9132252166164106e-15,1.4870557788850895e-16
2,9,0.02,1.8118839761882555e-15,1.093866637684517e-16,3.836930773104541e-15,1.2670792060111331e-16
2,10,0.02,1.7053025658242404e-15,7.880300150311412e-17,5.222489107836736e-15,2.532663774079199e-16
2,11,0.02,1.5987211554602255e-15,9.057678187205882e-17,4.192202140984591e-15,2.1761640071977058e-16
2,12,0.02,1.6342482922482305e-15,1.314023877008234e-16,4.973799150320701e-15,2.461392238570962e-16
2,13,0.02,1.900701818158268e-15,9.732749739869976e-17,4.6895820560166614e-15,2.740890397772362e-16
2,14,0.02,1.7053025658242404e-15,1.1189638192393846e-16,4.618527782440651e-15,3.2171190647067566e-16
