depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
4,1,0.01,1.8021307647027498,0.05648219414058989,2.0829797797656098,0.06710879726317984
4,2,0.01,1.7818937498574927,0.04878062856903482,2.075140202247577,0.05925876930881002
4,3,0.01,1.2047458982286101,0.050098657368046834,1.366026718463234,0.059872611393556506
4,4,0.01,0.08066080883455912,0.003643579414888006,0.05091804704642783,0.0029674283415590495
4,5,0.01,0.017821759499027045,0.000757051080094768,0.008259336781748203,0.0008844917847592009
4,6,0.01,0.00817910632271035,0.0007438145199046121,0.002464341487890831,0.0006197012610576595
4,7,0.01,0.0006843133916424015,7.33056878098059e-05,3.179464320314906e-05,5.894202042109129e-06
4,8,0.01,0.0001330862744310224,1.0556241485716821e-05,8.511710487013602e-07,1.3203409542606475e-07
4,9,0.01,1.6318840296456473e-05,1.9240511836098074e-06,9.649427184399429e-08,2.76327476305887e-08
4,10,0.01,3.6581758315179514e-06,5.156439818995339e-07,2.7753335984925796e-09,7.442861995144846e-10
4,11,0.01,3.481592637477604e-07,5.0491174424928664e-08,1.6849998729639992e-10,8.681329531279585e-11
4,12,0.01,9.456095774851292e-08,1.91407321908693e-08,7.283489367182483e-12,4.176325058644434e-12
