depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.01,1.2234657731369225e-15,6.618568279237042e-17,0.0,0.0
1,2,0.01,1.8696155734687636e-15,7.504384981302365e-17,4.3520742565306136e-16,8.792517768629138e-18
1,3,0.01,2.0672352718520416e-15,1.1017037939184761e-16,4.440892098500626e-16,0.0
1,4,0.01,2.4513724383723455e-15,1.269287448426428e-16,0.0,0.0
1,5,0.01,2.4713564528155986e-15,1.1194263748478025e-16,8.348877145181177e-16,1.1349238238951846e-16
1,6,0.01,2.7489122089718878e-15,1.4371484342438858e-16,1.7053025658242404e-15,4.922784477141924e-17
1,7,0.01,2.6734170432973768e-15,1.646379516813987e-16,2.2382096176443156e-15,1.1019141097727089e-16
1,8,0.01,2.844391389089651e-15,1.4718358578960954e-16,3.304023721284466e-15,8.716827541651139e-17
1,9,0.01,2.8199664825478975e-15,1.6088660122137096e-16,3.765876499528531e-15,2.1102042644709936e-16
1,10,0.01,2.9043434324194095e-15,1.5420066603348943e-16,4.405364961712621e-15,3.596497531033197e-16
1,11,0.01,2.4558133304708464e-15,1.3417227838713962e-16,5.613287612504792e-15,3.1919110832086806e-16
1,12,0.01,3.361755318564974e-15,1.5460556218535368e-16,5.4711790653527716e-15,3.6522173092795343e-16
1,13,0.01,2.4513724383723455e-15,1.8255901928904336e-16,6.465938895416912e-15,3.9803079443347874e-16
1,14,0.01,2.9132252166164106e-15,1.8209173942891965e-16,5.4711790653527716e-15,4.517398032604755e-16
