depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.1,8.615330671091215e-16,1.8460441789282213e-17,4.707345624410664e-16,1.4915051970151673e-17
1,2,0.1,1.3145040611561853e-15,5.469333188422585e-17,1.0125233984581427e-15,5.18501491318319e-17
1,3,0.1,1.3944401189291967e-15,6.88094699379127e-17,1.2789769243681803e-15,5.123796534383003e-17
1,4,0.1,1.7763568394002505e-15,7.640399661428377e-17,1.936228954946273e-15,7.405512145082522e-17
1,5,0.1,1.8829382497642656e-15,8.194378576341987e-17,2.220446049250313e-15,8.042797661766892e-17
1,6,0.1,2.0250467969162854e-15,8.716827541651139e-17,2.611244553918368e-15,1.2154746822940866e-16
1,7,0.1,1.936228954946273e-15,8.213609718905624e-17,2.3803181647963358e-15,1.1900265110713963e-16
1,8,0.1,2.4513724383723455e-15,1.16645929604303e-16,3.907985046680551e-15,1.7404671430534633e-16
1,9,0.1,2.6645352591003757e-15,1.3053503572900976e-16,4.547473508864641e-15,2.311176099182517e-16
1,10,0.1,2.540190280342358e-15,1.3295410924146884e-16,7.105427357601002e-15,2.561898267191502e-16
1,11,0.1,3.232969447708456e-15,1.0880820035988529e-16,5.684341886080802e-15,3.3327408458372283e-16
1,12,0.1,4.192202140984591e-15,1.7229745669996732e-16,7.531752999057062e-15,4.0990372275064022e-16
1,13,0.1,3.197442310920451e-15,1.329303737937672e-16,5.968558980384841e-15,3.39874212133435e-16
1,14,0.1,4.227729277772596e-15,1.6580176363700665e-16,7.460698725481052e-15,4.73991124185827e-16
