depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
1,1,0.05,9.681144774731366e-16,2.6467120807451996e-17,4.440892098500626e-16,0.0
1,2,0.05,1.461053500406706e-15,6.026864888223519e-17,0.0,0.0
1,3,0.05,1.803002191991254e-15,7.474431704668392e-17,4.3520742565306136e-16,8.792517768629138e-18
1,4,0.05,2.149391775674303e-15,9.998222537511686e-17,8.881784197001252e-16,0.0
1,5,0.05,2.1671553440683055e-15,9.199402041008435e-17,8.881784197001252e-16,0.0
1,6,0.05,2.504663143554353e-15,1.1495650431472936e-16,1.6697754290362353e-15,9.934901935160356e-17
1,7,0.05,2.6645352591003757e-15,1.1234667099445443e-16,2.4868995751603505e-15,1.507288760336424e-16
1,8,0.05,2.637889906509372e-15,1.2460481666677236e-16,3.552713678800501e-15,1.6663704229186141e-16
1,9,0.05,2.646771690706373e-15,1.4537937051962134e-16,4.6540549192286564e-15,1.872519412857008e-16
1,10,0.05,2.895461648222408e-15,1.5650096927911332e-16,6.1817218011128716e-15,2.315540930453654e-16
1,11,0.05,2.771116669464391e-15,1.390559545966207e-16,4.334310688136611e-15,2.3111760991825166e-16
1,12,0.05,2.7888802378583933e-15,1.2811954462859603e-16,5.4711790653527716e-15,3.21083562303528e-16
1,13,0.05,2.5224267119483555e-15,1.5354958396311465e-16,3.4106051316484808e-15,2.6510005719412717e-16
1,14,0.05,2.771116669464391e-15,1.7699504023598182e-16,5.4711790653527716e-15,3.36440297182654e-16
