depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.05,1.370500221627492,0.003959749529255842,1.7487968277695571,0.003499823258983942
2,2,0.05,0.140506165842365,0.0024244260437451468,0.165875930463732,0.0027702509440149553
2,3,0.05,1.6608936448392343e-15,5.729955573588553e-17,1.1457501614131616e-15,5.0384068841263854e-17
2,4,0.05,1.8474111129762605e-15,4.922784477141924e-17,1.580957587066223e-15,5.2032399778585193e-17
2,5,0.05,1.7408297026122454e-15,4.9991112687558425e-17,1.8118839761882555e-15,7.519677498818825e-17
2,6,0.05,1.865174681370263e-15,8.042797661766892e-17,2.2382096176443156e-15,1.2110533410989399e-16
2,7,0.05,2.4868995751603505e-15,1.178301826014447e-16,2.2026824808563106e-15,1.1847114933895189e-16
2,8,0.05,3.268496584496461e-15,1.0185822806954159e-16,2.771116669464391e-15,1.3444099471673e-16
2,9,0.05,3.197442310920451e-15,1.1234667099445443e-16,3.304023721284466e-15,1.5081259105039012e-16
2,10,0.05,3.3395508580724707e-15,8.163514517232825e-17,3.694822225952521e-15,1.6542069725492774e-16
2,11,0.05,3.3750779948604757e-15,1.0357851278622299e-16,4.050093593832571e-15,1.6693974379891658e-16
2,12,0.05,3.304023721284466e-15,1.5081259105039014e-16,4.547473508864641e-15,2.4695832503571704e-16
2,13,0.05,3.623767952376511e-15,1.6633378991627444e-16,4.334310688136611e-15,2.0812959911434077e-16
2,14,0.05,3.446132268436486e-15,1.367679413627354e-16,4.547473508864641e-15,3.0212691549237e-16
