depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
2,1,0.02,1.696776054500135,0.0021586153527833767,1.9047309592457424,0.0013985173395201786
2,2,0.02,0.09457122561732507,2.181595305864435e-17,0.07371920909861451,0.0
2,3,0.02,1.0480505352461477e-15,4.825678597060135e-17,9.325873406851315e-16,1.88411095042053e-17
2,4,0.02,1.3322676295501878e-15,6.526751786450488e-17,1.403321903126198e-15,6.689109846918033e-17
2,5,0.02,1.6608936448392343e-15,4.667798003577741e-17,2.220446049250313e-15,7.215595591812693e-17
2,6,0.02,1.900701818158268e-15,7.540629552519507e-17,1.8829382497642656e-15,7.384176715712885e-17
2,7,0.02,1.829647544582258e-15,8.849752011799091e-17,2.415845301584341e-15,1.2058310082691392e-16
2,8,0.02,1.723066134218243e-15,6.83839706813677e-17,2.6645352591003757e-15,1.25607396694702e-16
2,9,0.02,1.7053025658242404e-15,8.271034862746386e-17,4.121147867408581e-15,1.459642261933008e-16
2,10,0.02,1.5454304502782179e-15,1.0601740506911577e-16,5.258016244624741e-15,2.1877332753690343e-16
2,11,0.02,1.5276668818842154e-15,8.346987189945829e-17,4.547473508864641e-15,2.4695832503571704e-16
2,12,0.02,1.7053025658242404e-15,1.1468168559907334e-16,4.7606363295926715e-15,2.7720274720097616e-16
2,13,0.02,1.8474111129762605e-15,8.644125458514253e-17,4.618527782440651e-15,2.51214793389404e-16
2,14,0.02,1.6697754290362353e-15,1.2966188187771378e-16,4.7606363295926715e-15,2.772027472009762e-16
