depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
4,1,0.02,1.5266686591062282,0.040379286189000455,1.9549750958282155,0.05285732646853772
4,2,0.02,1.5072659321292574,0.030012544574486637,1.956111767955538,0.041629831941921845
4,3,0.02,0.9943338324443773,0.039979564231683425,1.2500577988411665,0.05025954506446524
4,4,0.02,0.09767476944576593,0.004911992316992079,0.0840648678431897,0.005313582802251941
4,5,0.02,0.02413204422122261,0.0012211528506156973,0.018334076711107646,0.0017794499689558821
4,6,0.02,0.010697232998772944,0.0008557161461314793,0.004134838682794691,0.0009001003911456921
4,7,0.02,0.0010696423036081271,8.379392291927084e-05,0.0001192006032100501,2.0668333391916216e-05
4,8,0.02,0.00026801802734748747,2.2167901130268363e-05,7.015671297772031e-06,1.0964548328946532e-06
4,9,0.02,4.0376320093074016e-05,4.089511126896741e-06,6.722078108367669e-07,1.647863614912695e-07
4,10,0.02,1.0725672824598576e-05,1.3334101908719452e-06,5.73025644357017e-08,1.3437700114952308e-08
4,11,0.02,1.5078315373173724e-06,1.892149875136096e-07,2.1661126226035776e-09,4.5351993029138673e-10
4,12,0.02,4.0341565696877526e-07,5.4714049847740195e-08,3.3054401882282035e-10,1.0819133597587073e-10
