depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.1,0.7092944972322536,0.020048826655590633,1.2477356562042272,0.036128844709786875
3,2,0.1,0.9581022467863414,0.021210992145500866,1.7660593472615154,0.032193402801012794
3,3,0.1,0.037109921597922105,0.0016898354097348036,0.13799182065064727,0.005803685553617678
3,4,0.1,0.045495508547337166,0.001954452768309207,0.14962880809564785,0.006818143040382053
3,5,0.1,0.0006528152193913783,3.59568236037759e-05,0.001961798625230333,0.0001106518979550097
3,6,0.1,0.0008416629625504512,4.2247171340671466e-05,0.0020383730605870553,0.0001162779546094958
3,7,0.1,1.172141836448759e-05,6.68070957861866e-07,2.4603067691515433e-05,1.395832481160911e-06
3,8,0.1,1.3117380157510184e-05,9.085020136334423e-07,2.3079274695199103e-05,1.8099358537748297e-06
3,9,0.1,1.865103641662813e-07,1.6889325225014293e-08,2.818648416180736e-07,2.6016674445219462e-08
3,10,0.1,2.046117103304823e-07,1.9800191571085432e-08,2.595314434472584e-07,2.826655808738465e-08
3,11,0.1,2.5944761006257976e-09,3.070535433062865e-10,3.1343131823291514e-09,3.7095515094623065e-10
3,12,0.1,2.9423439684705953e-09,4.1777430689218304e-10,2.9553728353448605e-09,4.629818453076385e-10
3,13,0.1,2.7862583351634384e-11,5.047157050822416e-12,2.6883490988893754e-11,5.129263927248359e-12
3,14,0.1,7.591012263219454e-12,2.9816400260690617e-12,4.874536330135015e-12,2.0518786499723924e-12
