depth,b,p,ivn_mean,ivn_sem,ir2_mean,ir2_sem
3,1,0.05,1.1889452658978903,0.03582443346246843,1.6862267451178514,0.04924898043204892
3,2,0.05,1.671068345175919,0.042209677964688455,2.3731434159557203,0.05957428152713003
3,3,0.05,0.04980574736974159,0.002404813454886192,0.10131134014069146,0.0047828762762213315
3,4,0.05,0.06055575829658645,0.002492981300925023,0.08870018867946289,0.005398132765050877
3,5,0.05,0.0007146049866544324,3.815590478756941e-05,0.00026112471584511355,1.5066830364871946e-05
3,6,0.05,0.0008667041699543532,4.851380351085338e-05,0.00022736774032626526,1.7777585919726897e-05
3,7,0.05,9.909519252495613e-06,4.802438325720225e-07,6.190069679057331e-07,3.461451107770161e-08
3,8,0.05,1.1267755172035266e-05,7.046402888892232e-07,5.15627597472701e-07,4.446618648948415e-08
3,9,0.05,1.3573491845164653e-07,9.415947078324901e-09,1.500607709203905e-09,1.2275708656273537e-10
3,10,0.05,1.3894849672624333e-07,1.1875657904962735e-08,1.1226938312347555e-09,1.3184124444540784e-10
3,11,0.05,1.7260688167652915e-09,1.5542696985676532e-10,3.6215297427588666e-12,3.6208444156375947e-13
3,12,0.05,1.6781992684400392e-09,1.9094975913467989e-10,2.4107293938868677e-12,3.6272358884779377e-13
3,13,0.05,1.5642385164937876e-11,2.2934084733774686e-12,1.836752971939859e-14,2.4693839175055327e-15
3,14,0.05,1.994990839193633e-12,9.23205154915854e-13,1.5702994460298214e-14,2.6833503187567324e-15
