depth,p,n,real,b,ivn_max,ir2_max,a_at_max
6,0.05,12,0,1,1.9857843334890966,4.723967311880722,8
6,0.05,12,0,2,1.5916197408011854,3.8902730455983647,8
6,0.05,12,0,3,0.9440392190206488,2.233814049994395,3
6,0.05,12,0,4,0.5866756150904457,1.5129751129218647,6
6,0.05,12,0,5,0.17930522358687284,0.2932647932926269,1
6,0.05,12,0,6,0.04817469562042831,0.03372944802350908,5
6,0.05,12,0,7,0.0066513664249896465,0.012545986210605875,3
6,0.05,12,0,8,0.0019522671142873094,0.001558667712783901,2
6,0.05,12,0,9,0.0012477455892963007,0.0005452002300909697,1
6,0.05,12,0,10,0.0003705103614493055,6.434142986755376e-05,1
6,0.05,12,1,1,1.9276455556069152,4.825170894404124,4
6,0.05,12,1,2,1.5803485108914685,3.858323291646794,3
6,0.05,12,1,3,0.8897731229727661,2.3728074984141827,3
6,0.05,12,1,4,0.4426213928950915,1.099439365291099,1
6,0.05,12,1,5,0.3172048907452911,0.8191904557509808,1
6,0.05,12,1,6,0.0890836095497356,0.1862640941307756,1
6,0.05,12,1,7,0.03754666592211109,0.047493788263519576,1
6,0.05,12,1,8,0.015547713609372238,0.013823811967480282,3
6,0.05,12,1,9,0.005086972716998872,0.003973669500567212,1
6,0.05,12,1,10,0.0022881728883206165,0.0008933474226004989,1
6,0.05,12,2,1,1.7330617649007216,4.2070623965819784,6
6,0.05,12,2,2,1.423888222741617,3.496323614349521,7
6,0.05,12,2,3,1.0350748821146816,2.4397717541683193,4
6,0.05,12,2,4,0.5625799644035645,1.4333309040628315,6
6,0.05,12,2,5,0.266781672972737,0.5514900375958565,6
6,0.05,12,2,6,0.05895099879099419,0.15314787539168506,3
6,0.05,12,2,7,0.028705084634264466,0.05582243153717492,3
6,0.05,12,2,8,0.010177865778903339,0.010085875307655812,3
6,0.05,12,2,9,0.002208880996796836,0.0014135140280089331,2
6,0.05,12,2,10,0.0003866471330233878,0.00011038341818370156,1
6,0.05,12,3,1,1.7718023783885464,4.0969218199342645,3
6,0.05,12,3,2,1.052573602586019,2.5558227698938385,2
6,0.05,12,3,3,0.567681870648844,1.3944201409617385,3
6,0.05,12,3,4,0.18137250765766666,0.47071352427696667,3
6,0.05,12,3,5,0.08529566545234246,0.19914661514213172,3
6,0.05,12,3,6,0.05519366040608986,0.11214169621516845,3
6,0.05,12,3,7,0.014359946596318451,0.01616778229107041,2
6,0.05,12,3,8,0.00348093947133421,0.002441113835505604,3
6,0.05,12,3,9,0.0006283191106959407,0.0002760162648378639,2
6,0.05,12,3,10,0.0002029094573750001,6.849514554829739e-05,1
6,0.05,12,4,1,2.163449587510158,5.023020489262786,8
6,0.05,12,4,2,1.4708338103880436,3.707200113582646,7
6,0.05,12,4,3,0.7790954550113796,2.10269262153866,6
6,0.05,12,4,4,0.45319248865829564,1.3293266735121456,3
6,0.05,12,4,5,0.2830436839563646,0.8200135089592155,2
6,0.05,12,4,6,0.125547196007453,0.2550716432182494,3
6,0.05,12,4,7,0.062297533396638016,0.09003101338852382,2
6,0.05,12,4,8,0.022099258746681727,0.017246284656208033,1
6,0.05,12,4,9,0.004597944655813535,0.0025300946689537085,2
6,0.05,12,4,10,0.0019734328776337406,0.000563674935859737,1
6,0.05,12,5,1,1.5532964055793599,3.737087807728404,2
6,0.05,12,5,2,0.9802276524183817,2.5327681115227136,4
6,0.05,12,5,3,0.6190990658445372,1.5009166599289614,3
6,0.05,12,5,4,0.411727435099575,1.0480027195695865,2
6,0.05,12,5,5,0.1123287933021544,0.3387750883635192,4
6,0.05,12,5,6,0.03361896779866669,0.08892023171815211,4
6,0.05,12,5,7,0.01221898723331094,0.025437021265672044,2
6,0.05,12,5,8,0.003972680457721367,0.006523218011494691,2
6,0.05,12,5,9,0.0010303103119078116,0.0009790444111867913,1
6,0.05,12,5,10,0.00021737094971285842,0.00011167997566374765,1
6,0.05,12,6,1,2.3100224845289077,5.09370757156498,9
6,0.05,12,6,2,1.6482855923722113,3.778841599300449,8
6,0.05,12,6,3,1.024819778552498,2.5504318233708894,7
6,0.05,12,6,4,0.6784648967909384,1.7299858433493505,5
6,0.05,12,6,5,0.3899812747846845,0.8291189346081538,5
6,0.05,12,6,6,0.1498999890971966,0.44361740260404936,3
6,0.05,12,6,7,0.066880685379207,0.15540273753361333,3
6,0.05,12,6,8,0.02530099201233682,0.026741382853060713,3
6,0.05,12,6,9,0.004830995768834612,0.00398750782700219,2
6,0.05,12,6,10,0.0006526719751640542,0.00018904441409617334,1
6,0.05,12,7,1,1.9182760430906107,4.4090978426510485,2
6,0.05,12,7,2,1.4285942639464118,3.5763667514080293,8
6,0.05,12,7,3,0.7732793567036431,1.8834672176283433,2
6,0.05,12,7,4,0.3921299086991432,1.0383487375365412,6
6,0.05,12,7,5,0.1578570349495969,0.4386880971883276,5
6,0.05,12,7,6,0.0862774461608602,0.2649867200584559,2
6,0.05,12,7,7,0.0275009974757765,0.04641941452185527,3
6,0.05,12,7,8,0.017511837858616985,0.02874186662537248,2
6,0.05,12,7,9,0.004319903014216919,0.005312586566981636,1
6,0.05,12,7,10,0.0008702862635878716,0.0004914772877953055,1
6,0.05,12,8,1,2.1333890622743006,5.2192157920230695,2
6,0.05,12,8,2,1.580587165289554,4.075715168403226,2
6,0.05,12,8,3,1.0758188300038718,2.892523861446387,3
6,0.05,12,8,4,0.6142804114953826,1.6367307297714984,2
6,0.05,12,8,5,0.31888977886565684,0.9291672376951698,3
6,0.05,12,8,6,0.12630653791962487,0.2764083863296882,4
6,0.05,12,8,7,0.06673129753692209,0.11502278274047306,3
6,0.05,12,8,8,0.025134165295671806,0.029497013705777064,2
6,0.05,12,8,9,0.009329742834214727,0.005398257179814792,1
6,0.05,12,8,10,0.0010655364283600477,0.0003185368466169791,1
6,0.05,12,9,1,2.04417652996527,4.630187827949076,2
6,0.05,12,9,2,1.3762919386313257,3.3306925810086554,2
6,0.05,12,9,3,0.7946664071658276,2.063856632354856,2
6,0.05,12,9,4,0.29126390771141786,0.6800452902777341,1
6,0.05,12,9,5,0.07724569838160988,0.10413474375497245,2
6,0.05,12,9,6,0.027781278837299084,0.020197709422674848,1
6,0.05,12,9,7,7.105427357601002e-15,-1.7763568394002505e-15,1
6,0.05,12,9,8,3.552713678800501e-15,0.0,2
6,0.05,12,9,9,3.552713678800501e-15,1.7763568394002505e-15,1
6,0.05,12,9,10,0.0,1.7763568394002505e-15,1
6,0.05,12,10,1,2.033190705185163,4.830501380778895,3
6,0.05,12,10,2,1.3910105346246127,3.2972889560573755,2
6,0.05,12,10,3,0.9468990081697228,1.9474615861638647,1
6,0.05,12,10,4,0.36425697083222985,1.0978096073803592,4
6,0.05,12,10,5,0.1658171047630077,0.43329190829708075,3
6,0.05,12,10,6,0.05048830883256272,0.0816720346679638,4
6,0.05,12,10,7,0.027274801490559497,0.02422484458144325,1
6,0.05,12,10,8,0.0064868884453197495,0.0033376930690138806,1
6,0.05,12,10,9,0.0030903788768945617,0.001015370688232764,1
6,0.05,12,10,10,0.0008560005257187697,0.00022940024701334494,1
6,0.05,12,11,1,2.2760181914691913,5.222812129195763,8
6,0.05,12,11,2,1.7132910047168721,3.9700025168670727,8
6,0.05,12,11,3,0.8854917200651329,2.0707316892867773,8
6,0.05,12,11,4,0.5045976430051411,1.2254798198111345,5
6,0.05,12,11,5,0.32529243776860284,0.7949767861225148,4
6,0.05,12,11,6,0.07878601608943825,0.21950164711408604,4
6,0.05,12,11,7,0.041785521910789214,0.10234960853640196,4
6,0.05,12,11,8,0.008651864332055226,0.015054954043231206,1
6,0.05,12,11,9,0.00329177525150115,0.004098493987974905,1
6,0.05,12,11,10,0.0013543558458977145,0.0014658519751442611,1
