depth,p,n,real,b,ivn_max,ir2_max,a_at_max
4,0.01,12,0,1,4.289627923263889,4.840337882290898,3
4,0.01,12,0,2,2.6826772027236023,2.963720134963376,4
4,0.01,12,0,3,1.0740973300175245,1.0986889345811965,3
4,0.01,12,0,4,0.08526370156490248,0.02458724880422203,3
4,0.01,12,0,5,0.009943472104670725,0.0007732668739599546,2
4,0.01,12,0,6,0.0012376908384981178,7.748721804645697e-06,1
4,0.01,12,0,7,0.0001161913444311935,9.536526581754856e-07,2
4,0.01,12,0,8,1.5146216300720994e-05,8.324947842197616e-09,1
4,0.01,12,0,9,5.519887631422193e-07,1.0131984140571149e-10,2
4,0.01,12,0,10,6.287557408057864e-08,8.828493491819245e-13,1
4,0.01,12,1,1,4.398216888748606,4.877456641427171,9
4,0.01,12,1,2,2.6507434096055205,2.9640314925851214,7
4,0.01,12,1,3,1.0600550663465746,1.0826202149647823,7
4,0.01,12,1,4,0.03709826810421113,0.020235475713270112,7
4,0.01,12,1,5,0.0028377555658911646,4.104740253296768e-05,5
4,0.01,12,1,6,0.0002828007569855018,2.868573282910347e-06,5
4,0.01,12,1,7,8.881784197001252e-16,0.0,1
4,0.01,12,1,8,8.881784197001252e-16,-1.7763568394002505e-15,1
4,0.01,12,1,9,-8.881784197001252e-16,-1.7763568394002505e-15,2
4,0.01,12,1,10,8.881784197001252e-16,0.0,1
4,0.01,12,2,1,3.650092676050428,3.9971336089899783,6
4,0.01,12,2,2,1.982124619218827,2.1041859257096363,5
4,0.01,12,2,3,0.8796496383727854,0.9805998061597538,3
4,0.01,12,2,4,0.06109285326247438,0.02240801067875431,3
4,0.01,12,2,5,0.011122416350571207,0.0010823658990828378,2
4,0.01,12,2,6,0.0014861440989681896,7.285897536757346e-05,5
4,0.01,12,2,7,0.0001801013730347023,1.8634280554152838e-06,3
4,0.01,12,2,8,6.603585080977581e-05,4.935277786444203e-07,3
4,0.01,12,2,9,5.225547391241037e-06,6.766388338519391e-09,2
4,0.01,12,2,10,1.6788596912675757e-07,5.60440582830779e-12,1
4,0.01,12,3,1,5.076325090561672,5.755936446064865,8
4,0.01,12,3,2,2.6609225291956724,2.9483905255044807,7
4,0.01,12,3,3,1.7742620329364414,1.9613489472081627,6
4,0.01,12,3,4,0.12296645182341415,0.06051917608430468,5
4,0.01,12,3,5,0.016515295757871584,0.0008293976606212894,5
4,0.01,12,3,6,0.002997408664040968,0.00015025920576228202,3
4,0.01,12,3,7,0.00037146692887812804,1.5847866290386037e-06,1
4,0.01,12,3,8,0.00016883517845389662,5.351331306968632e-07,1
4,0.01,12,3,9,7.615427452201118e-06,6.689493403655433e-10,1
4,0.01,12,3,10,9.005838501607855e-07,2.8698821097350447e-11,1
4,0.01,12,4,1,3.616824648122866,3.9805321539140195,2
4,0.01,12,4,2,2.588140321897032,2.902446427654038,4
4,0.01,12,4,3,0.998834797717592,1.0457899449704922,3
4,0.01,12,4,4,0.13730665667417785,0.05299745772975939,2
4,0.01,12,4,5,0.015517335955565592,0.0005918068375834196,1
4,0.01,12,4,6,0.000710601905068664,8.073105266070968e-06,2
4,0.01,12,4,7,0.00012560749730994303,9.875445314833087e-07,4
4,0.01,12,4,8,7.758334276353196e-06,7.91635201835561e-10,1
4,0.01,12,4,9,1.7113940247170945e-06,3.005808935085952e-10,2
4,0.01,12,4,10,1.9718823196512858e-07,4.177991286269389e-12,1
4,0.01,12,5,1,4.33661552231502,4.849177972079135,3
4,0.01,12,5,2,2.6548546828436823,2.9564042070137226,4
4,0.01,12,5,3,1.729470736765803,1.9320362062377168,3
4,0.01,12,5,4,0.10346246862113606,0.057968840227057505,4
4,0.01,12,5,5,0.04052882825198978,0.020013246412661445,4
4,0.01,12,5,6,0.010612513216349484,0.0003692835122111049,4
4,0.01,12,5,7,0.0004717527902462493,9.992725411578363e-06,2
4,0.01,12,5,8,8.819827677086778e-05,1.0314083453977219e-06,1
4,0.01,12,5,9,1.8491407510978775e-05,1.8183920147407662e-08,1
4,0.01,12,5,10,1.2027961000526943e-06,2.800302212335737e-10,1
4,0.01,12,6,1,5.09697243425503,5.745961717494488,2
4,0.01,12,6,2,2.6931138766625073,2.964762962326219,2
4,0.01,12,6,3,1.733970499390507,1.9322574854726327,2
4,0.01,12,6,4,0.0761872923213689,0.026044049147869508,3
4,0.01,12,6,5,0.028144974066896644,0.019143762412055843,5
4,0.01,12,6,6,0.004240325374897047,0.00040541132474203323,3
4,0.01,12,6,7,0.0005812294806437635,8.145373649348642e-06,3
4,0.01,12,6,8,5.115254903476085e-05,8.650693317235891e-08,2
