depth,p,n,real,b,ivn_max,ir2_max,a_at_max
4,0.05,12,0,1,2.6898232227700056,4.673075478286044,2
4,0.05,12,0,2,1.7534116664252082,2.946077752809927,2
4,0.05,12,0,3,0.7566605947506275,1.2866483770680937,2
4,0.05,12,0,4,0.14467971287835724,0.21984904491695367,2
4,0.05,12,0,5,0.04680623245396376,0.07229106239063476,2
4,0.05,12,0,6,0.021407089081876052,0.013597265291732441,2
4,0.05,12,0,7,0.002807906055565468,0.0012337343115689237,3
4,0.05,12,0,8,0.0012255566435470655,0.00027145469298517355,2
4,0.05,12,0,9,0.00017432906165559814,2.625428711056088e-05,1
4,0.05,12,0,10,2.0289281133401005e-05,1.2878504058733142e-06,1
4,0.05,12,1,1,2.541973044595,4.236390226080765,6
4,0.05,12,1,2,1.5476358096175353,2.643543222669642,5
4,0.05,12,1,3,1.0234993495738038,1.702688846785957,5
4,0.05,12,1,4,0.13694830725038543,0.17446762962571594,5
4,0.05,12,1,5,0.04173635881844007,0.05487963891134573,5
4,0.05,12,1,6,0.010493630323727743,0.0037752557402583875,1
4,0.05,12,1,7,0.0013650333655057523,0.00025591021130288993,1
4,0.05,12,1,8,0.0003628656620886517,1.9965401987676046e-05,1
4,0.05,12,1,9,6.002044655240013e-05,4.143414251700506e-06,1
4,0.05,12,1,10,1.2145824195286536e-05,2.8716262967520834e-07,1
4,0.05,12,2,1,2.1716680916692486,3.6165418457509624,5
4,0.05,12,2,2,1.2021535573229993,2.0892297081175872,5
4,0.05,12,2,3,0.6196348840886436,0.9739871397584325,5
4,0.05,12,2,4,0.12483441662851824,0.17303444176372818,1
4,0.05,12,2,5,0.02933081211252464,0.05174651603363145,5
4,0.05,12,2,6,0.010283976271848516,0.0063755755184109475,5
4,0.05,12,2,7,0.0020274695071815785,0.0018289663439645665,3
4,0.05,12,2,8,0.000671477967074452,0.00021229348426210493,3
4,0.05,12,2,9,0.00011411558426921431,1.8262963692450285e-05,1
4,0.05,12,2,10,3.992867447344395e-05,2.1932207125985315e-06,1
4,0.05,12,3,1,2.016131352304509,3.213879541801079,2
4,0.05,12,3,2,1.2471868415448224,1.802957010320192,1
4,0.05,12,3,3,0.4460456965901134,0.8324807483463204,8
4,0.05,12,3,4,0.07259411179382269,0.06334322848188823,5
4,0.05,12,3,5,0.027233326469421115,0.047622469626748654,3
4,0.05,12,3,6,0.011928981943555073,0.010064262481114916,5
4,0.05,12,3,7,0.002559750301575292,0.002159797227879068,4
4,0.05,12,3,8,0.0006473147223164943,0.00022956453246969488,3
4,0.05,12,3,9,6.717701463188064e-05,1.3753902866397993e-05,2
4,0.05,12,3,10,1.0488874998770825e-05,9.636211846242304e-07,1
4,0.05,12,4,1,2.357165775450433,4.0331273760382835,4
4,0.05,12,4,2,1.4545519768620672,2.5546284839153834,5
4,0.05,12,4,3,0.6245142003828548,1.1113936600869927,2
4,0.05,12,4,4,0.14612205073986217,0.2296946604091339,2
4,0.05,12,4,5,0.029050843255667758,0.04685205316179619,1
4,0.05,12,4,6,0.0042048935040934765,0.0024479802470844803,1
4,0.05,12,4,7,0.000668274817998693,8.996445502695849e-05,2
4,0.05,12,4,8,8.342231032010261e-05,6.954315736606986e-06,1
4,0.05,12,4,9,8.882958049127865e-06,3.425819397051555e-07,1
4,0.05,12,4,10,7.161063351190933e-07,2.7109734901387128e-08,1
4,0.05,12,5,1,2.2895516653712953,3.9367467046362226,9
4,0.05,12,5,2,1.1718086875752043,1.979386683398392,9
4,0.05,12,5,3,0.6455203098618334,1.116545552140579,6
4,0.05,12,5,4,0.08302851237945674,0.07434485219816533,6
4,0.05,12,5,5,0.017774686910629,0.007298002125201819,6
4,0.05,12,5,6,0.00481246146328651,0.0014134402273437985,4
4,0.05,12,5,7,0.000693604873550413,0.00010457614361403245,4
4,0.05,12,5,8,8.415888902035817e-05,7.772798065630582e-06,1
4,0.05,12,5,9,2.3218265283730943e-05,8.078897355545678e-07,1
4,0.05,12,5,10,3.4219859923467766e-06,5.559680538169687e-08,1
4,0.05,12,6,1,2.686486332768183,4.124819454859381,5
4,0.05,12,6,2,2.035584824194874,2.9618445169315546,3
4,0.05,12,6,3,1.0042489136043606,1.5142707662292327,2
4,0.05,12,6,4,0.034900138089005495,0.08368565359997682,1
4,0.05,12,6,5,0.006369422945727621,0.006998764420382386,4
4,0.05,12,6,6,0.0008928272455221986,0.0003249281331676457,5
4,0.05,12,6,7,0.00022151536914805092,7.473399483792775e-05,4
4,0.05,12,6,8,0.0,1.7763568394002505e-15,1
4,0.05,12,6,9,0.0,1.7763568394002505e-15,1
4,0.05,12,6,10,1.7763568394002505e-15,0.0,1
4,0.05,12,7,1,2.191066633413911,3.7009840745068843,8
4,0.05,12,7,2,1.4055738621364888,2.307550214873171,7
4,0.05,12,7,3,0.41028847989216644,0.6283332343458845,7
4,0.05,12,7,4,0.10101883997268146,0.06332075301169127,7
4,0.05,12,7,5,0.021303034670372867,0.009639599028409052,6
4,0.05,12,7,6,0.003172695696944672,0.0004494669155024056,5
4,0.05,12,7,7,3.552713678800501e-15,-8.881784197001252e-16,4
4,0.05,12,7,8,1.7763568394002505e-15,0.0,3
4,0.05,12,7,9,5.329070518200751e-15,-3.552713678800501e-15,2
4,0.05,12,7,10,0.0,-1.7763568394002505e-15,1
4,0.05,12,8,1,1.7303153687123203,2.9003669353260175,2
4,0.05,12,8,2,0.7756169165363662,1.3083257853035324,2
4,0.05,12,8,3,0.2884922501171232,0.32511458522846937,6
4,0.05,12,8,4,0.027564574454126856,0.026487018965378084,2
4,0.05,12,8,5,0.017115258876751582,0.012457387069343184,6
4,0.05,12,8,6,1.7763568394002505e-15,0.0,3
4,0.05,12,8,7,3.552713678800501e-15,8.881784197001252e-16,1
4,0.05,12,8,8,0.0,0.0,3
4,0.05,12,8,9,1.7763568394002505e-15,0.0,1
4,0.05,12,8,10,1.7763568394002505e-15,1.7763568394002505e-15,1
4,0.05,12,9,1,1.689637675185903,2.732372544658526,8
4,0.05,12,9,2,0.81449401551356,1.2310510781121664,9
4,0.05,12,9,3,0.17683232822944994,0.2680515154088017,2
4,0.05,12,9,4,0.07273457447123732,0.049367082714882216,1
4,0.05,12,9,5,0.016206686910388513,0.01113368584306862,1
4,0.05,12,9,6,0.003143126302973087,0.0006506859131798493,1
4,0.05,12,9,7,3.552713678800501e-15,1.7763568394002505e-15,1
4,0.05,12,9,8,0.0,0.0,1
4,0.05,12,9,9,3.552713678800501e-15,0.0,2
4,0.05,12,9,10,3.552713678800501e-15,3.552713678800501e-15,1
4,0.05,12,10,1,2.2460470702572106,3.7679390637605366,3
4,0.05,12,10,2,1.2736708221823907,2.158485097088832,2
4,0.05,12,10,3,0.4313183771762894,0.8315095038392952,6
4,0.05,12,10,4,0.0728400397033635,0.07713940093146654,5
4,0.05,12,10,5,0.01787462925912564,0.01114854911326102,4
4,0.05,12,10,6,0.007702295313656293,0.0025152336306000223,3
4,0.05,12,10,7,0.0009737300057359732,0.0001731957001958051,2
4,0.05,12,10,8,0.0003473017052275651,3.901652722326787e-05,3
4,0.05,12,10,9,4.4284649142412036e-05,2.740626140251834e-06,2
4,0.05,12,10,10,9.511083673530152e-06,1.8237411758548205e-07,1
4,0.05,12,11,1,1.7246158225656174,2.8505854815617493,6
4,0.05,12,11,2,1.2179074249351807,2.075114967209302,4
4,0.05,12,11,3,0.34250002565407556,0.507401288688051,4
4,0.05,12,11,4,0.0675539707735382,0.03855719728535334,3
4,0.05,12,11,5,0.021725693471566387,0.006227533834232801,3
4,0.05,12,11,6,0.005438643164982437,0.000648123918122856,3
4,0.05,12,11,7,0.0007441550934217389,7.626173826036364e-05,3
4,0.05,12,11,8,0.00010841580257725525,7.789196008189947e-06,3
4,0.05,12,11,9,8.231646045686603e-06,4.339176697953917e-07,2
4,0.05,12,11,10,6.238190994878323e-07,1.5206556014391026e-08,1
4,0.05,12,12,1,2.0959367179089536,3.343257579938797,1
4,0.05,12,12,2,1.041847940289399,1.6715758620106484,2
4,0.05,12,12,3,0.5117772322355894,0.8442413881162683,1
4,0.05,12,12,4,0.07594109777751434,0.0898012796066503,4
4,0.05,12,12,5,0.018620281371939384,0.016656366583595705,4
4,0.05,12,12,6,0.0016632007681121053,0.0009750341591665546,4
4,0.05,12,12,7,0.00044715160616703997,9.68932819027657e-05,4
4,0.05,12,12,8,5.329070518200751e-15,-1.7763568394002505e-15,3
4,0.05,12,12,9,5.329070518200751e-15,-1.7763568394002505e-15,2
4,0.05,12,12,10,5.329070518200751e-15,-1.7763568394002505e-15,1
4,0.05,12,13,1,1.6497613497046242,2.8040704892858486,3
4,0.05,12,13,2,0.7962226692345205,1.3044181435206212,3
4,0.05,12,13,3,0.49309130767034226,0.8848119039788331,1
4,0.05,12,13,4,0.09435485505006191,0.12390694297521332,1
4,0.05,12,13,5,0.026451338234197763,0.046415596034656836,1
4,0.05,12,13,6,0.006480454086831955,0.0033516547525200835,1
4,0.05,12,13,7,0.0007182143802229035,0.00016433933412240975,1
4,0.05,12,13,8,0.00011074756895190774,1.9827417986562068e-05,1
4,0.05,12,13,9,3.594005233509279e-05,3.171701319359954e-06,1
4,0.05,12,13,10,1.2486691598923016e-05,5.673293035357574e-07,1
4,0.05,12,14,1,1.6556394386431954,2.6899417781357826,10
4,0.05,12,14,2,1.1214999852875351,1.872626635612729,9
4,0.05,12,14,3,0.6001871212879486,0.9602070263096545,8
4,0.05,12,14,4,0.08046459659103711,0.13288831247274846,7
4,0.05,12,14,5,0.01626980986358717,0.008143916900050563,6
4,0.05,12,14,6,0.002525300058279001,0.0019575837220022763,5
4,0.05,12,14,7,0.0001782920953630196,3.2260289144936394e-05,4
4,0.05,12,14,8,-3.552713678800501e-15,1.7763568394002505e-15,1
4,0.05,12,14,9,-1.7763568394002505e-15,-3.552713678800501e-15,2
4,0.05,12,14,10,0.0,0.0,1
4,0.05,12,15,1,2.4020117303513313,3.835092824977629,8
4,0.05,12,15,2,1.3296556505567008,2.1443163560696057,7
4,0.05,12,15,3,0.28837716040295014,0.3711486141273044,6
4,0.05,12,15,4,0.0450326364803022,0.04192284940384283,4
4,0.05,12,15,5,0.012052710492305607,0.005270333712633857,4
4,0.05,12,15,6,0.002248701192305802,0.0012216071224084857,1
4,0.05,12,15,7,0.000579732224997187,0.00014572288228720254,1
4,0.05,12,15,8,0.00014307188580708896,2.079513989805548e-05,1
4,0.05,12,15,9,2.5723628535700982e-05,1.1928385976744948e-06,1
4,0.05,12,15,10,1.767655513518207e-06,5.602136887716824e-08,1
4,0.05,12,16,1,1.7338974243089105,2.822413984107751,1
4,0.05,12,16,2,1.0271085694921283,1.5537781175631942,1
4,0.05,12,16,3,0.1833426859877303,0.28867027617081487,3
4,0.05,12,16,4,0.08867814928547624,0.12700824551197432,1
4,0.05,12,16,5,0.019272547874884083,0.014262747514766971,1
4,0.05,12,16,6,0.005248308621968789,0.001081191655964986,1
4,0.05,12,16,7,3.552713678800501e-15,0.0,1
4,0.05,12,16,8,3.552713678800501e-15,0.0,2
4,0.05,12,16,9,3.552713678800501e-15,0.0,1
4,0.05,12,16,10,3.552713678800501e-15,0.0,1
4,0.05,12,17,1,2.0756554480108242,3.378775570020043,7
4,0.05,12,17,2,1.1510692812132568,1.946856884389625,6
4,0.05,12,17,3,0.6439404702727227,1.0461576132238735,6
4,0.05,12,17,4,0.17733231200080013,0.3016669886385701,6
4,0.05,12,17,5,0.027587447623764305,0.02623590131454634,6
4,0.05,12,17,6,0.010247893683677844,0.0032229534208001454,2
4,0.05,12,17,7,0.0012746001663632711,0.00037015978607968236,3
4,0.05,12,17,8,0.0006413465221335457,0.00011845959250500471,2
4,0.05,12,17,9,6.905859791039859e-05,4.506139624993466e-06,1
4,0.05,12,17,10,4.530311384698393e-06,1.326856811090238e-07,1
4,0.05,12,18,1,2.3060795283332993,3.785001676027129,4
4,0.05,12,18,2,1.4507502414899704,2.330684961861362,3
4,0.05,12,18,3,0.4913147093248398,0.9603938621946773,4
4,0.05,12,18,4,0.11293964659328637,0.19925687154096483,3
4,0.05,12,18,5,0.029970976815198114,0.02496642732540799,3
4,0.05,12,18,6,0.005839150568370144,0.003495562896882909,1
4,0.05,12,18,7,0.0011606100884407056,0.0002530775654481232,3
4,0.05,12,18,8,0.00028964099748662875,2.7684445816689163e-05,3
4,0.05,12,18,9,3.798685484568409e-05,3.097067827084743e-06,2
4,0.05,12,18,10,7.279420428218941e-06,2.1383427828425283e-07,1
4,0.05,12,19,1,2.1456730796362926,3.5794733333201325,5
4,0.05,12,19,2,1.2926711756804607,2.164115074555532,5
4,0.05,12,19,3,0.5777729196343238,0.9484779017458935,3
4,0.05,12,19,4,0.1445328016046048,0.2201143517304649,3
4,0.05,12,19,5,0.050316132599302676,0.10333475107671042,4
4,0.05,12,19,6,0.01896961367215866,0.01402680928197686,3
4,0.05,12,19,7,0.001993690634565226,0.0006329031737006829,2
4,0.05,12,19,8,0.00034957685030079233,6.687864540211308e-05,3
4,0.05,12,19,9,5.563315761492049e-05,4.096460456182172e-06,2
4,0.05,12,19,10,8.663883301451847e-06,4.152128507683983e-07,1
4,0.05,12,20,1,2.5869971523706337,4.239274356920671,7
4,0.05,12,20,2,1.6415753943553728,2.687344311127603,6
4,0.05,12,20,3,0.8820303212792453,1.3573576645661642,6
4,0.05,12,20,4,0.16009951239260367,0.17047838402879023,6
4,0.05,12,20,5,0.019740594786457066,0.008294484951461456,6
4,0.05,12,20,6,0.011575176033792545,0.003344914540294397,2
4,0.05,12,20,7,0.0005808301102590008,8.536700475403336e-05,2
4,0.05,12,20,8,0.00018646099116992332,1.4559388873180978e-05,2
4,0.05,12,20,9,1.2380509778253668e-05,3.7830554155959817e-07,2
4,0.05,12,20,10,4.720230766253053e-07,7.771943089096567e-09,1
4,0.05,12,21,1,1.9099209114008708,3.2889790003206656,2
4,0.05,12,21,2,1.1630266289980593,1.8650127372607024,1
4,0.05,12,21,3,0.573969590486687,0.9182988404062513,2
4,0.05,12,21,4,0.09812065162683403,0.05461352972846001,1
4,0.05,12,21,5,0.002007571872670866,0.0009399767819004978,5
4,0.05,12,21,6,0.00042222692500004655,6.316818920470979e-05,5
4,0.05,12,21,7,-1.7763568394002505e-15,1.7763568394002505e-15,4
4,0.05,12,21,8,-1.7763568394002505e-15,0.0,2
4,0.05,12,21,9,-1.7763568394002505e-15,1.7763568394002505e-15,2
4,0.05,12,21,10,-3.552713678800501e-15,1.7763568394002505e-15,1
4,0.05,12,22,1,2.1093618538306718,3.5501387140198943,9
4,0.05,12,22,2,1.430979864915038,2.4811660519190006,9
4,0.05,12,22,3,0.6379487992349517,1.0163896927938003,8
4,0.05,12,22,4,0.06350100755875943,0.1376733398909442,7
4,0.05,12,22,5,0.014948542060317038,0.011065307076676412,6
4,0.05,12,22,6,0.00333020454302968,0.0011611072161787916,4
4,0.05,12,22,7,0.0006394434270386995,0.0001536356922127169,4
4,0.05,12,22,8,7.744052332903095e-05,1.6336213386480836e-05,3
4,0.05,12,22,9,7.193953628359395e-06,3.965175032760726e-07,1
4,0.05,12,22,10,1.604619878747826e-06,5.879595654789682e-08,1
4,0.05,12,23,1,1.8927183050920675,3.295565992732808,2
4,0.05,12,23,2,1.0832163835058495,1.8935254725942166,2
4,0.05,12,23,3,0.5167145904439217,0.888518739261281,1
4,0.05,12,23,4,0.057102200147454596,0.0377942655528809,2
4,0.05,12,23,5,0.010904205898134123,0.004850297996314978,3
4,0.05,12,23,6,0.003085376864039091,0.0007098843309032432,2
4,0.05,12,23,7,0.0003668817998025986,4.841118124154775e-05,1
4,0.05,12,23,8,1.7763568394002505e-15,0.0,3
4,0.05,12,23,9,0.0,-1.7763568394002505e-15,1
4,0.05,12,23,10,-3.552713678800501e-15,-1.7763568394002505e-15,1
4,0.05,12,24,1,1.8840194270587176,2.9821805826514236,5
4,0.05,12,24,2,1.046465263529969,1.8074487892546678,5
4,0.05,12,24,3,0.6646535586733204,1.0434863024445686,4
4,0.05,12,24,4,0.08036561411194754,0.12877814209539906,4
4,0.05,12,24,5,0.013955847984746583,0.014620454339834055,4
4,0.05,12,24,6,0.002780647188915353,0.0014818665507778661,4
4,0.05,12,24,7,0.0005469994363309638,9.769014214544569e-05,4
4,0.05,12,24,8,0.0,-1.7763568394002505e-15,1
4,0.05,12,24,9,0.0,-3.552713678800501e-15,1
4,0.05,12,24,10,-1.7763568394002505e-15,0.0,1
4,0.05,12,25,1,1.6935328811932067,2.7639605819364927,5
4,0.05,12,25,2,0.7157641214918673,1.1157937427711175,5
4,0.05,12,25,3,0.2436790528947732,0.29441559916810256,4
4,0.05,12,25,4,0.029846233439588588,0.023707873070826224,5
4,0.05,12,25,5,0.012542656570648347,0.007201347399158564,1
4,0.05,12,25,6,0.004829101145102044,0.001237358258610044,1
4,0.05,12,25,7,0.00032203983942658,4.082068287036833e-05,1
4,0.05,12,25,8,7.751177289350153e-05,6.471770960914114e-06,1
4,0.05,12,25,9,1.1402832011953024e-05,1.1126251795445796e-06,1
4,0.05,12,25,10,4.146520906189721e-06,2.2166753410601814e-07,1
4,0.05,12,26,1,1.7801191441088449,2.9043642418656166,6
4,0.05,12,26,2,1.2116949826492132,2.022440430858051,5
4,0.05,12,26,3,0.32181744277098545,0.42210630260284,5
4,0.05,12,26,4,0.05567181543386823,0.024678456887110123,4
4,0.05,12,26,5,0.020097620727279164,0.007860734047760332,3
4,0.05,12,26,6,0.00302093984030094,0.0005817289889380461,2
4,0.05,12,26,7,0.0005825041293743283,8.4699848480696e-05,1
4,0.05,12,26,8,3.552713678800501e-15,-1.7763568394002505e-15,2
4,0.05,12,26,9,0.0,-1.7763568394002505e-15,1
4,0.05,12,26,10,-3.552713678800501e-15,0.0,1
4,0.05,12,27,1,2.3824633167940394,4.083515622232067,5
4,0.05,12,27,2,1.6167439585159489,2.717599845727406,4
4,0.05,12,27,3,0.6645400599468925,1.2060759984764662,3
4,0.05,12,27,4,0.1731533297633323,0.3145987861435202,2
4,0.05,12,27,5,0.04393801672451758,0.09014265670246857,2
4,0.05,12,27,6,0.010123249784568245,0.005581401860275115,2
4,0.05,12,27,7,0.0013891878368443855,0.00035204713875103266,3
4,0.05,12,27,8,0.0007557293741715654,0.0001833061421709914,2
4,0.05,12,27,9,9.05350713740205e-05,7.219003931524526e-06,2
4,0.05,12,27,10,6.26794558300503e-06,1.7932266693776455e-07,1
4,0.05,12,28,1,1.9375065579799227,3.346395545352257,8
4,0.05,12,28,2,0.9756204794829522,1.7380830848029518,6
4,0.05,12,28,3,0.291784643599744,0.47538430381902685,6
4,0.05,12,28,4,0.058075527865629084,0.02948718454157273,7
4,0.05,12,28,5,0.01922764534057997,0.008155546623841659,6
4,0.05,12,28,6,0.0018734862296465593,0.0005097522702239843,3
4,0.05,12,28,7,0.0007891502132508776,9.021881792037334e-05,4
4,0.05,12,28,8,0.00012234562759338985,7.979533389601556e-06,3
4,0.05,12,28,9,6.802996317389898e-07,2.3262311010796566e-07,2
4,0.05,12,28,10,2.992566905390959e-08,3.2282461148724906e-09,1
