depth,p,n,real,b,ivn_max,ir2_max,a_at_max
8,0.05,12,0,1,1.4787019657344906,4.65055513976503,6
8,0.05,12,0,2,1.068449435907585,3.4333642112670812,5
8,0.05,12,0,3,0.8440875251805053,2.6935267621819765,3
8,0.05,12,0,4,0.6167085324572135,2.0331343950840726,2
8,0.05,12,0,5,0.3051741497878737,1.0292931975578234,2
8,0.05,12,0,6,0.10652076412266709,0.4405379746698017,1
8,0.05,12,0,7,0.05168811589549094,0.16051294334396182,1
8,0.05,12,0,8,0.01316880106701035,0.04833357213136047,3
8,0.05,12,0,9,0.009062941432329552,0.02893601196757878,2
8,0.05,12,0,10,0.004618672821433023,0.01272331791128245,1
8,0.05,12,1,1,1.4579380623403644,5.43387579087001,4
8,0.05,12,1,2,1.1604566654062154,4.349433771752265,3
8,0.05,12,1,3,0.8169784306711811,3.514239931134517,5
8,0.05,12,1,4,0.6043126621004866,2.6518768356369744,4
8,0.05,12,1,5,0.3796107471105792,1.7620639036895263,4
8,0.05,12,1,6,0.1646565910380069,0.789022656969264,4
8,0.05,12,1,7,0.07522653677086666,0.4208477168648592,2
8,0.05,12,1,8,0.03343826460792343,0.14440494678395055,2
8,0.05,12,1,9,0.008167136051259405,0.02663626628057436,1
8,0.05,12,1,10,0.0009139861917084602,0.002733478548650581,1
8,0.05,12,2,1,1.3334460995075794,5.709380341482124,6
8,0.05,12,2,2,1.1134051022762321,4.477787414939062,2
8,0.05,12,2,3,0.8069474505088259,3.606324103602816,6
8,0.05,12,2,4,0.5666968886485826,2.8130398996297643,2
8,0.05,12,2,5,0.4615212466602152,2.3931981635359776,2
8,0.05,12,2,6,0.23063707327195715,1.3655198380424594,2
8,0.05,12,2,7,0.13587717235120422,0.7734509684134725,2
8,0.05,12,2,8,0.039284083041842166,0.2639323987844797,2
8,0.05,12,2,9,0.02355856557685243,0.09783296202700242,2
8,0.05,12,2,10,0.0051033213344560124,0.012785581864736884,1
8,0.05,12,3,1,1.5182783037396845,4.977001550136004,7
8,0.05,12,3,2,1.167452579705774,3.8874673447798234,3
8,0.05,12,3,3,0.8455751617413938,2.923035502469782,2
8,0.05,12,3,4,0.5290976408157633,2.0644614408400788,3
8,0.05,12,3,5,0.38251993539025975,1.5817505897677187,3
8,0.05,12,3,6,0.23015362874848222,0.9679586811591179,2
8,0.05,12,3,7,0.11332823194958408,0.3444505842473671,1
8,0.05,12,3,8,0.023456342088842064,0.08064037734633445,1
8,0.05,12,3,9,0.004807231771252418,0.012494392334451376,1
8,0.05,12,3,10,0.0017043633460538388,0.004626353969550578,1
8,0.05,12,4,1,1.3652173399675043,4.430741367818495,4
8,0.05,12,4,2,1.0779005539862645,3.557152874499888,3
8,0.05,12,4,3,0.6235182189083623,2.347163536633321,8
