depth,p,n,real,b,ivn_max,ir2_max,a_at_max
6,0.01,12,0,1,4.357468448248365,5.069590078845412,9
6,0.01,12,0,2,3.2298733427335122,3.8266332500726703,7
6,0.01,12,0,3,1.6762654309425615,1.9480244177017036,6
6,0.01,12,0,4,0.32124000002206454,0.16539034579068002,7
6,0.01,12,0,5,0.10999460115722037,0.03251621192373655,6
6,0.01,12,0,6,0.0016362497996373904,1.7910978637125652e-05,4
6,0.01,12,0,7,0.0005812374483156191,3.9834299201402246e-06,4
6,0.01,12,0,8,4.3303445087516934e-05,4.2294315605317934e-08,3
6,0.01,12,0,9,9.848856354466307e-06,4.478071247149273e-09,2
6,0.01,12,0,10,2.618166341505912e-06,2.4725643754663906e-10,1
6,0.01,12,1,1,4.31866615637091,4.998226939503411,6
6,0.01,12,1,2,2.6260196524980275,3.0468976823194467,6
6,0.01,12,1,3,1.7675776747662342,2.012956609187931,3
6,0.01,12,1,4,0.25630034932575096,0.10969836592132065,3
6,0.01,12,1,5,0.0832114304098086,0.013887963314889618,1
6,0.01,12,1,6,0.018224168864432677,0.000600396734122377,1
6,0.01,12,1,7,0.0028358765971079336,8.361178246918399e-05,1
6,0.01,12,1,8,0.00042396292920532375,1.269343407273027e-06,2
6,0.01,12,1,9,0.00013211302248183898,1.5011121945462946e-07,1
6,0.01,12,1,10,1.3883745340059761e-05,2.5298181327571e-09,1
6,0.01,12,2,1,6.342598221666343,7.641734937062058,3
6,0.01,12,2,2,4.973159245638575,5.8781919822257365,3
6,0.01,12,2,3,2.974451127756261,3.2690305849942582,2
6,0.01,12,2,4,1.2999014302397622,1.2128056202494646,2
6,0.01,12,2,5,0.35668397835093835,0.1164816346816604,2
6,0.01,12,2,6,0.06672720917663533,0.0028689210340795412,2
6,0.01,12,2,7,0.018011856062926768,0.0006480374508672782,2
6,0.01,12,2,8,0.008136423441227336,9.593196927681902e-05,2
6,0.01,12,2,9,0.0005223728104084557,2.3726287601277818e-07,1
6,0.01,12,2,10,1.2237574148699082e-05,1.6071410868789826e-10,1
6,0.01,12,3,1,4.016165574295573,4.801506521786614,9
6,0.01,12,3,2,2.387729256689494,2.8699222985720745,8
6,0.01,12,3,3,0.8818243290196213,0.9958706759840759,4
6,0.01,12,3,4,0.12384451269132768,0.05405091844114196,2
6,0.01,12,3,5,0.05811043216266665,0.02016650293509592,2
6,0.01,12,3,6,0.010199669111869092,0.00028423059910487325,2
6,0.01,12,3,7,0.0016914776105876328,7.537484951747331e-06,2
6,0.01,12,3,8,0.00030987315819519523,5.856343268106912e-07,2
6,0.01,12,3,9,4.8016263698436035e-05,1.0111678605539964e-08,2
6,0.01,12,3,10,3.1197493308710023e-06,7.263345480623684e-11,1
6,0.01,12,4,1,6.178988762322281,7.516628481215545,3
6,0.01,12,4,2,4.216354407043744,4.957015953857688,2
6,0.01,12,4,3,2.0354329585932787,2.2461361531526656,2
6,0.01,12,4,4,0.9490154161841735,1.0114725120507657,2
6,0.01,12,4,5,0.07486214739069474,0.004587414736721307,2
6,0.01,12,4,6,0.015167644832819072,0.0004404866768705773,1
6,0.01,12,4,7,0.0019397970549546173,1.8697349404739327e-05,2
6,0.01,12,4,8,0.00044271442380772186,1.9212901332110732e-06,1
6,0.01,12,4,9,1.519928847759644e-05,1.850972708439258e-09,2
6,0.01,12,4,10,3.528766906235603e-06,1.8471979501555325e-10,1
6,0.01,12,5,1,4.899336930003286,5.822472426738122,3
6,0.01,12,5,2,3.294695329525152,3.9190488642831554,4
6,0.01,12,5,3,1.9424106292995473,2.1703789218809355,3
6,0.01,12,5,4,0.4874651488392745,0.28299673255488855,3
6,0.01,12,5,5,0.15077473126326169,0.021324856143508875,2
6,0.01,12,5,6,0.05182385242986509,0.002154532065000936,4
6,0.01,12,5,7,0.01898719507599811,0.0002509634814096273,3
6,0.01,12,5,8,0.0054808299288362505,1.5006864787281415e-05,2
6,0.01,12,5,9,0.0005769752957727192,7.408737623393336e-07,2
6,0.01,12,5,10,3.254771089533648e-05,8.412117225020666e-09,1
6,0.01,12,6,1,4.876735488664523,5.815924320080168,5
6,0.01,12,6,2,3.177965951024917,3.7762433857631077,3
6,0.01,12,6,3,2.4173997299202137,2.863647077555896,3
6,0.01,12,6,4,0.9700119127809277,1.0316557774956134,3
6,0.01,12,6,5,0.1643707210087637,0.06054093309439246,2
6,0.01,12,6,6,0.029396772654787462,0.0010373321116432521,4
6,0.01,12,6,7,0.014075126130365767,0.0005979242863194401,3
6,0.01,12,6,8,0.0023644439977283938,1.8966203402470683e-05,2
6,0.01,12,6,9,0.0002777180531987611,2.8099502280554134e-07,2
6,0.01,12,6,10,1.7790891026159272e-05,5.212708487078999e-09,1
6,0.01,12,7,1,4.912419010799239,5.782147164924732,3
6,0.01,12,7,2,2.7855599823826314,3.149125201236668,2
6,0.01,12,7,3,1.8585955920721098,2.1081790814534855,4
6,0.01,12,7,4,1.7202649705553084,1.9553028439193056,3
6,0.01,12,7,5,0.36312856857524434,0.24860148515058533,2
6,0.01,12,7,6,0.035874176094589316,0.0028047888843429902,1
6,0.01,12,7,7,0.016058533210435044,0.009325622883456397,3
6,0.01,12,7,8,0.007034860927197073,0.0014875967623915187,2
6,0.01,12,7,9,0.0009240430297641211,1.3014153594781419e-05,2
6,0.01,12,7,10,8.121716531306333e-05,4.3870418409142076e-08,1
6,0.01,12,8,1,4.167178260449902,4.870943822168073,6
6,0.01,12,8,2,3.360850187173397,3.9188152611276568,8
6,0.01,12,8,3,1.673995183282515,1.972279139679344,5
6,0.01,12,8,4,0.9976957909227986,1.077410558898503,4
6,0.01,12,8,5,0.11871405310349559,0.09175659806224612,5
6,0.01,12,8,6,0.0670386391261042,0.00269466564704679,2
6,0.01,12,8,7,0.013531774855910506,0.0006797120953203617,1
6,0.01,12,8,8,0.0032494913383702695,0.00013946285695531913,1
6,0.01,12,8,9,0.0010647900146016909,1.041372737375923e-05,1
6,0.01,12,8,10,0.00017112172652122837,2.1704000552347225e-07,1
6,0.01,12,9,1,4.737021316963237,5.718767078664914,8
6,0.01,12,9,2,3.438677192188554,3.9996168957364793,8
