depth,p,n,real,b,ivn_max,ir2_max,a_at_max
6,0.02,12,0,1,4.594816716747854,6.423392198507557,5
6,0.02,12,0,2,3.3896767620177464,4.698208994642885,4
6,0.02,12,0,3,1.8975321251849842,2.4316642822798418,3
6,0.02,12,0,4,0.8456416044626813,1.1311581933369297,6
6,0.02,12,0,5,0.2173117788058967,0.048393600539055726,3
6,0.02,12,0,6,0.07251075642474802,0.004770641168996725,2
6,0.02,12,0,7,0.01895850428272894,0.0008646539813277343,3
6,0.02,12,0,8,0.005987621125154163,6.107672340327497e-05,2
6,0.02,12,0,9,0.0015672067775334142,2.7921266561037328e-06,2
6,0.02,12,0,10,0.0002754648011862315,1.6100583444256245e-07,1
6,0.02,12,1,1,4.577452520866705,6.4452415183253144,4
6,0.02,12,1,2,3.4174112255625015,4.628476431337781,5
6,0.02,12,1,3,2.096860203826102,2.835303471838042,5
6,0.02,12,1,4,1.4326115471964265,1.8991774330692568,5
6,0.02,12,1,5,0.16250559629171057,0.11249813708055889,4
6,0.02,12,1,6,0.060583778406533284,0.010601280240371658,1
6,0.02,12,1,7,0.018651736581901446,0.0023271929620154452,2
6,0.02,12,1,8,0.006106399398518647,0.0001945988178757574,1
6,0.02,12,1,9,0.0007256381029954184,8.293717771223896e-06,1
6,0.02,12,1,10,0.00011876031267732401,8.202776236032605e-08,1
6,0.02,12,2,1,4.234839706411378,5.805743974122535,5
6,0.02,12,2,2,2.376179430360729,3.252664578480834,2
6,0.02,12,2,3,1.6789016120350446,2.304393254098807,2
6,0.02,12,2,4,0.7873193472861146,0.8418942410452779,2
6,0.02,12,2,5,0.2207180447320276,0.08270929544052485,2
6,0.02,12,2,6,0.03804899197751155,0.0017658677434022607,2
6,0.02,12,2,7,0.006631517127896558,0.0003879844555072509,3
6,0.02,12,2,8,0.006008638941583655,0.00027800704096136997,2
6,0.02,12,2,9,0.001952071568181779,2.4950594990968966e-05,2
6,0.02,12,2,10,0.00026435526519286157,5.417209791858113e-07,1
6,0.02,12,3,1,5.024522600515661,7.216606748733964,5
6,0.02,12,3,2,3.8476796123322803,5.463088099673074,6
6,0.02,12,3,3,2.6079573086615344,3.7365580401891556,6
6,0.02,12,3,4,1.4556606063268394,1.7835897365070803,6
6,0.02,12,3,5,0.3750481413919253,0.21874781166543933,6
6,0.02,12,3,6,0.14110874175287869,0.07743209296058495,3
6,0.02,12,3,7,0.046049879981477915,0.005049664029526113,3
6,0.02,12,3,8,0.01103753417578801,0.00019614729545835985,3
6,0.02,12,3,9,0.003374684594868782,3.175626092755124e-05,1
6,0.02,12,3,10,0.0008952727787434611,2.0434356784448937e-06,1
6,0.02,12,4,1,3.1897142889401007,4.477002418856735,2
6,0.02,12,4,2,1.6782168800736024,2.179775150616809,2
6,0.02,12,4,3,0.8480796582495689,1.0313109901565678,7
6,0.02,12,4,4,0.20226038941776814,0.11754584185425809,6
6,0.02,12,4,5,0.03515190324650952,0.006993222548127065,2
6,0.02,12,4,6,0.011010092522685255,0.001410812152541574,3
6,0.02,12,4,7,0.008065178291417396,0.00044735713577903624,3
6,0.02,12,4,8,0.004395999194318989,0.00010877260682917722,2
6,0.02,12,4,9,0.00030598895910216584,1.7010902677583317e-06,2
6,0.02,12,4,10,1.703970733402116e-05,1.9219390523517177e-08,1
6,0.02,12,5,1,5.702340857979115,8.237522700501758,3
6,0.02,12,5,2,4.3251705875360305,6.052477201365431,3
6,0.02,12,5,3,2.7742370614904157,3.886612480375163,4
6,0.02,12,5,4,1.446089119741524,1.8028342317111488,3
6,0.02,12,5,5,0.32474652999498943,0.18719888762244885,2
6,0.02,12,5,6,0.13192073020733197,0.07175163065569734,3
6,0.02,12,5,7,0.036988445678828086,0.0054058884784513594,3
6,0.02,12,5,8,0.01019168251644409,0.00023674457310640662,2
6,0.02,12,5,9,0.002653422229407454,1.392722112392164e-05,1
6,0.02,12,5,10,0.00021620390247711896,5.277044685669807e-07,1
6,0.02,12,6,1,4.580022325831084,6.458007608038784,5
6,0.02,12,6,2,3.325825234696584,4.72010559685067,4
6,0.02,12,6,3,2.7625394719155274,3.839017677636237,3
6,0.02,12,6,4,0.8855591012961455,1.1353517583677943,3
6,0.02,12,6,5,0.1980395807233215,0.11306174487232568,3
6,0.02,12,6,6,0.05729485152328806,0.010122102191989057,3
6,0.02,12,6,7,0.013838090101417677,0.0013868717596494662,4
6,0.02,12,6,8,0.006078061635683696,0.00013969739510777401,3
6,0.02,12,6,9,0.0009441644464462939,2.7270127684886347e-06,2
6,0.02,12,6,10,0.00018024471803812503,2.5544901482987825e-07,1
6,0.02,12,7,1,3.6302051855135975,5.259985338955179,4
6,0.02,12,7,2,2.606395089111949,3.7168102350506853,4
6,0.02,12,7,3,1.6495872621654595,2.2528885305857145,5
6,0.02,12,7,4,0.9745563241479083,1.2114533514127537,4
6,0.02,12,7,5,0.2740316977996624,0.1923506245735327,3
6,0.02,12,7,6,0.06237165316601434,0.009676900946626432,2
6,0.02,12,7,7,0.0045140099172069625,0.00011247664900881915,1
6,0.02,12,7,8,0.0010316491909687642,5.512281276764952e-06,2
6,0.02,12,7,9,7.933619089151023e-05,1.2320202280591275e-07,2
6,0.02,12,7,10,4.863866571724884e-06,8.858194178174017e-10,1
6,0.02,12,8,1,3.9430959192451613,5.6128607097778325,2
6,0.02,12,8,2,2.3680281670034553,3.235336633314054,2
6,0.02,12,8,3,1.2121234397881508,1.5483758853768474,2
6,0.02,12,8,4,0.6785565936264479,0.9384960644034166,7
6,0.02,12,8,5,0.05590778741063218,0.03873756794468086,2
6,0.02,12,8,6,0.016640170069093685,0.002803714664469048,5
6,0.02,12,8,7,0.002023760905911942,0.00014333696634949433,2
6,0.02,12,8,8,0.0007014736318442516,4.853249118319525e-05,2
6,0.02,12,8,9,0.00021947045038217539,3.936661872927516e-06,2
6,0.02,12,8,10,3.055189137057823e-05,1.511246985330672e-07,1
6,0.02,12,9,1,3.457146179117297,4.866359217425451,9
6,0.02,12,9,2,2.6294906276767627,3.438078654939602,8
6,0.02,12,9,3,1.2932251883758283,1.56768494499714,7
6,0.02,12,9,4,0.6361248093639738,0.9209262394437392,5
6,0.02,12,9,5,0.3087454657835096,0.33002499688709186,5
6,0.02,12,9,6,0.06464846986976625,0.007448414139174631,5
6,0.02,12,9,7,0.00741223680866554,0.0009507588931061406,3
6,0.02,12,9,8,0.0019604917304718583,3.8338674400506534e-05,3
6,0.02,12,9,9,0.0004672350166714523,1.4290479985135107e-05,1
6,0.02,12,9,10,0.00010814132952319255,3.3065543725285806e-07,1
6,0.02,12,10,1,4.480924430398808,6.472347207029623,7
