depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
8,0.01,3,3,1.9038441292669992,0.04008168297019928,2.5526803249507997,0.05707409821471855,334
8,0.02,3,3,1.3413031612062123,0.02607768617589469,2.4647120957449324,0.04808301865840142,334
8,0.05,3,3,0.3893558469122789,0.007481302793806648,1.3719620263669434,0.023949116602000886,334
8,0.01,3,4,1.0921942106195555,0.034456448497519075,1.3089807977173207,0.047847655682510794,334
8,0.02,3,4,0.8611827069887935,0.02354163255135306,1.4894770638517811,0.043887542347219644,334
8,0.05,3,4,0.28309515913294414,0.00689027934852535,1.2161893086705056,0.02456995711340055,334
8,0.01,3,5,0.5217494865852298,0.023192318392321956,0.4918397157563679,0.030040138610238815,334
8,0.02,3,5,0.4725052697376188,0.017443197065648165,0.6918545699944508,0.03133268485099734,334
8,0.05,3,5,0.1755651007983158,0.005672254964201748,0.8995296470608194,0.023670875518345392,334
8,0.01,3,6,0.2197758614019218,0.012141484677409518,0.12951628374676596,0.013858103390650101,334
8,0.02,3,6,0.22956994987232995,0.010250579223771535,0.23590241614221505,0.015922330922334083,334
8,0.05,3,6,0.09344681870869688,0.00380809414054857,0.5605594119079891,0.01875360787390498,334
8,0.01,3,7,0.09894934720369608,0.0065490325171320115,0.03688178228255122,0.00714353116334605,334
8,0.02,3,7,0.11451054698519789,0.005753031987107512,0.07563771746418134,0.007778836251857543,334
8,0.05,3,7,0.04841912122523926,0.002234306737581603,0.3149168739432176,0.01245092701423466,334
8,0.01,3,8,0.036503241627141775,0.0018576765562191174,0.004252907353961377,0.0006549520409070017,334
8,0.02,3,8,0.0498328045368623,0.002226994383163954,0.01562721812949465,0.0015431037991281396,334
8,0.05,3,8,0.021766883962179823,0.0009354129095121482,0.15263119403900624,0.006516345247850482,334
8,0.01,4,1,3.8079235234459134,0.04869799686637023,5.270142995232532,0.06852054818449452,334
8,0.02,4,1,2.4965327456093735,0.03107542679017608,4.529231732617321,0.05539169293856299,334
8,0.05,4,1,0.6631552339588958,0.009174535521381208,2.0267567952031786,0.02803123562421848,334
8,0.01,4,2,3.2025773491327025,0.05053329984082757,4.289207684562197,0.07114226419275368,334
8,0.02,4,2,2.2158290678088357,0.03273096218892571,3.9909415307849523,0.06024585489057295,334
8,0.05,4,2,0.6299923889291416,0.008975620666820379,2.1950721810459397,0.029440651846276655,334
8,0.01,4,3,2.166010955633885,0.046436147948928745,2.732340200226894,0.0635705607218879,334
8,0.02,4,3,1.604675943959336,0.031337617622486096,2.7930535185783483,0.05718465103241357,334
8,0.05,4,3,0.4934448200030954,0.008833599659751052,1.9785651253204533,0.030907780027963974,334
8,0.01,4,4,1.1993591900183944,0.03720583022320851,1.340807360165811,0.049065791283654576,334
8,0.02,4,4,0.985888614967454,0.026458621031336376,1.5764374400954944,0.04691761287537036,334
8,0.05,4,4,0.3370765479568202,0.00791386520866242,1.5639220440660389,0.030911970412488252,334
8,0.01,4,5,0.5673012611546724,0.02465805374623241,0.4968548766449259,0.03028124865039383,334
8,0.02,4,5,0.5320347355633934,0.01916901603987,0.7126045948079336,0.03223658767135493,334
8,0.05,4,5,0.2017677709476607,0.006306018860639662,1.0822919563929183,0.02831386205646201,334
8,0.01,4,6,0.23886440825447067,0.012689295320397389,0.13034008227128635,0.013904212706783686,334
8,0.02,4,6,0.25811163017172867,0.011045741099123842,0.24078574618658216,0.016134815932502787,334
8,0.05,4,6,0.10638889654646644,0.0041354789412778375,0.6498573041620591,0.021316111931475167,334
8,0.01,5,1,4.49650254421617,0.057428679724407475,6.012148501367239,0.08067150588752425,334
8,0.02,5,1,3.088341455944899,0.03692606999936146,5.494076060283076,0.06788496348737776,334
8,0.05,5,1,0.8722026256397319,0.010041171848129731,3.0144333970142423,0.031981548161098605,334
8,0.01,5,2,3.4783892305373367,0.05664046683045768,4.476223361618331,0.07737472544391401,334
8,0.02,5,2,2.4963621300052696,0.0377650625141898,4.329450684813856,0.06914610829810375,334
8,0.05,5,2,0.7428018115945112,0.010172612141270012,2.838187583251497,0.035317103645274885,334
8,0.01,5,3,2.2771191261002617,0.049248111044578144,2.7618004942606436,0.0646519497129617,334
8,0.02,5,3,1.7361758254354098,0.034330369974028475,2.8776949598135975,0.059974108788851094,334
8,0.05,5,3,0.5506669222796007,0.009863500311875164,2.348399798392887,0.03744810068023031,334
8,0.01,5,4,1.244128009560362,0.038400883706988374,1.3452290232215423,0.04923401785693248,334
8,0.02,5,4,1.0455457544778524,0.027903658255080947,1.5956428702359247,0.04757086339672578,334
8,0.05,5,4,0.36313906302845905,0.008451172998652752,1.7496718377181582,0.03495496522060982,334
