depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
8,0.01,1,1,0.05743081660006017,0.010663844674206268,0.07729124209713824,0.014238709027627645,334
8,0.02,1,1,0.034860561988573374,0.006702797116196151,0.05402528792633453,0.010270080951386767,334
8,0.05,1,1,0.009076466571326219,0.0020113581001643065,0.016898092432785363,0.0036819984564077117,334
8,0.01,1,2,0.19343580553973552,0.01608751252081198,0.26961892574213747,0.022474258487749428,334
8,0.02,1,2,0.10952321429758766,0.009403542128505202,0.17700045919212856,0.01518227273437643,334
8,0.05,1,2,0.024493376899974124,0.0025073744253577917,0.04696153515580276,0.0047453740427428155,334
8,0.01,1,3,0.37663577468911513,0.02009628896819461,0.5371654693801721,0.028568842104881757,334
8,0.02,1,3,0.22387074853975478,0.012379224842078372,0.3910547079135039,0.0215834474591214,334
8,0.05,1,3,0.051515735780237694,0.0033896211899346667,0.11362124523683385,0.007750914190916135,334
8,0.01,1,4,0.349966637944103,0.018062757668746522,0.5079616671336302,0.026328612843689952,334
8,0.02,1,4,0.22723272731573013,0.01112060903768795,0.43829978965703015,0.020207594918798612,334
8,0.05,1,4,0.05827684633861262,0.0031654411165905625,0.16240559955476083,0.008156956538185507,334
8,0.01,1,5,0.20335907326047245,0.013086343188495076,0.26510320593514264,0.019137591699320944,334
8,0.02,1,5,0.15843943786108422,0.008729631542501845,0.3031518412989584,0.01663754216762972,334
8,0.05,1,5,0.05230814450579232,0.0027802400588345247,0.1879139229603551,0.008561167029184063,334
8,0.01,1,6,0.08216841335015913,0.006779093362755481,0.07688342137989294,0.009383444244714658,334
8,0.02,1,6,0.07523161990181386,0.005025596613782194,0.12158612956266932,0.009365242517635887,334
8,0.05,1,6,0.02833481022536547,0.0018017341982800934,0.14562425928994494,0.007277569803900377,334
8,0.01,1,7,0.046362549861683366,0.004848590129486568,0.0297685347017398,0.006486963382960276,334
8,0.02,1,7,0.04591241422926517,0.003652453836452768,0.04979703467942664,0.006146053407484263,334
8,0.05,1,7,0.01860147857342345,0.0013955333521205528,0.10252901085921846,0.0056279507436547,334
8,0.01,1,8,0.01468763703085105,0.00096752950121903,0.0030709569823464777,0.000520142039694115,334
8,0.02,1,8,0.01766412023956625,0.0010785850960740916,0.00960327303723703,0.0010629358105922486,334
8,0.05,1,8,0.007449012318161714,0.0004932834687243853,0.05328624921788299,0.0029253569858153903,334
8,0.01,1,9,0.00584934616880769,0.0004295631294837887,0.00046088964439881797,0.00017753255501251446,334
8,0.02,1,9,0.007965395255006665,0.0005149932697132791,0.0021284549223741698,0.00038272220132701387,334
8,0.05,1,9,0.00342630715584491,0.00021831065976019126,0.025304233563352194,0.0015122677824747656,334
8,0.01,1,10,0.0025242113513695994,0.00019076900151206394,6.330866118475377e-05,9.723772663058582e-06,334
8,0.02,1,10,0.00393528748567528,0.0002805952924289697,0.0004851523582687593,5.494942551667344e-05,334
8,0.05,1,10,0.0018234753228084915,0.00014236419678760565,0.011973483319129851,0.0008283622059268398,334
8,0.01,2,1,0.8334848093841984,0.0327653426428732,1.1697424832222187,0.04613078209678579,334
8,0.02,2,1,0.487596044027714,0.02032330835224311,0.8151546470809943,0.03483302060550446,334
8,0.05,2,1,0.112952372577392,0.005691650930586992,0.23170860343425653,0.012367083828246568,334
8,0.01,2,2,1.3165005489711048,0.034749186878677174,1.878656280694528,0.04927327401273397,334
8,0.02,2,2,0.7964743758038594,0.02228941061547191,1.4163947801349261,0.039877135019736686,334
8,0.05,2,2,0.18876763370759225,0.006547157512149228,0.4422867870548643,0.01633293973336519,334
8,0.01,2,3,1.2825767037726257,0.03172385045112706,1.8205360806921962,0.04523048111095934,334
8,0.02,2,3,0.8368196814950116,0.020636663797397193,1.5681826943446433,0.037554682394739324,334
8,0.05,2,3,0.21900226245729965,0.006181235241780423,0.6225795943482435,0.017807428194296253,334
8,0.01,2,4,0.8353747789900002,0.028228010191188032,1.1106572822984238,0.040764689448908376,334
8,0.02,2,4,0.6148705149298866,0.01858912882921234,1.15891029602163,0.034941386649071045,334
8,0.05,2,4,0.18817205808241708,0.00549876343624287,0.6771422998398423,0.017464844206679826,334
8,0.01,2,5,0.41749578381029195,0.019901567168320897,0.4569046692289217,0.02796685481429763,334
8,0.02,2,5,0.3546061700857838,0.014068763065485613,0.6002382246320022,0.027094785505234566,334
8,0.05,2,5,0.12582814160790795,0.004464387262290208,0.5775782108259766,0.016259753614681748,334
8,0.01,2,6,0.17827562060938315,0.010870039824744722,0.12408437904784879,0.013562985592326568,334
8,0.02,2,6,0.1765337247672638,0.008719577638795299,0.2150240475324233,0.014924869420526142,334
8,0.05,2,6,0.07015693098951921,0.003203808251812505,0.39703770213980943,0.014160226750962306,334
8,0.01,2,7,0.08097189505791771,0.0059309018521083645,0.03585787526751298,0.007043123575688939,334
8,0.02,2,7,0.08861013031420643,0.00494989532719241,0.07033307083280803,0.007428236634521322,334
8,0.05,2,7,0.03688598497949854,0.001928532589447061,0.2336842662198061,0.0098925226754464,334
8,0.01,2,8,0.028971287959455447,0.0015852521454003312,0.004092024944249115,0.0006398489306099185,334
8,0.02,2,8,0.037373814193490514,0.0018124685764932963,0.014453519759135561,0.001462227110278892,334
8,0.05,2,8,0.015985690322194986,0.0007587731770517196,0.11528882448997807,0.005248966052076688,334
8,0.01,2,9,0.011897716485307137,0.0007050085222150075,0.0005866818370765459,0.00019080061250088042,334
8,0.02,2,9,0.017705936805619927,0.0009334851980081276,0.0031555554125321152,0.0004621183984743337,334
8,0.05,2,9,0.007939691739191544,0.00041582697754100506,0.054963580511472286,0.002778150723835679,334
8,0.01,2,10,0.005093188567182479,0.00031226729335178023,8.720697734241893e-05,1.5329092820756935e-05,334
8,0.02,2,10,0.008626181227155324,0.0004892883709432769,0.000726247400103047,8.141303240184554e-05,334
8,0.05,2,10,0.004052020038055238,0.00023944317179147614,0.025410444334792462,0.0014127638871512626,334
8,0.01,3,1,2.4901346365483685,0.04196813780784669,3.5217153072091345,0.058665307920742975,334
8,0.02,3,1,1.546325416338773,0.02758919085517103,2.7679551726968223,0.049265014261126554,334
8,0.05,3,1,0.3833855530059407,0.008542930295147015,0.9676485029201063,0.023539761506309775,334
8,0.01,3,2,2.5210730687446308,0.041993576693539106,3.528755388418088,0.059629727511183575,334
8,0.02,3,2,1.6434646739371217,0.026772072628900467,3.024151307412915,0.04846695437835597,334
8,0.05,3,2,0.4311983543082899,0.007816300031505108,1.2722719038864783,0.02362279094000431,334
