depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
4,0.01,1,1,0.6139628794775853,0.029361252018950137,0.720436614656968,0.034494852284032575,334
4,0.02,1,1,0.49368451789838075,0.02370272262482042,0.6405992524873461,0.030728857404186922,334
4,0.05,1,1,0.27363445438444584,0.013592056292311874,0.43473465027592023,0.02139900540773075,334
4,0.01,1,2,0.5190608847946391,0.02875972353323075,0.601402618401387,0.03395415105749665,334
4,0.02,1,2,0.4376947451063955,0.023339331066971284,0.5722441252438413,0.030787107624955044,334
4,0.05,1,2,0.26478877153847397,0.01343248755374201,0.4615090439856186,0.022676000101943084,334
4,0.01,1,3,0.24944265579048777,0.02124073209379551,0.2689807447657576,0.024861966043976152,334
4,0.02,1,3,0.23165056687609237,0.017671187348366413,0.2806897532265256,0.02313783241820834,334
4,0.05,1,3,0.16754845672985014,0.010823483390727107,0.2928371256872978,0.018316567128594006,334
4,0.01,1,4,0.017424480267303318,0.0011628903582015934,0.007968672079322586,0.0007558125889751714,334
4,0.02,1,4,0.024940616629854098,0.0016403286780669382,0.016720293888916028,0.0014616240701225542,334
4,0.05,1,4,0.027644373618500806,0.0018707663309716325,0.04516068682530027,0.0032049153152204045,334
4,0.01,1,5,0.0027164380002331597,0.00021796881555140418,0.00037012504696005885,8.894402742126054e-05,334
4,0.02,1,5,0.004409578372543593,0.0003197170016171382,0.0010688194378615334,0.0001795816476987032,334
4,0.05,1,5,0.005525475913268453,0.0003554059766731932,0.005682994225171698,0.0005099879714777737,334
4,0.01,1,6,0.0006526101657604974,8.676488289043551e-05,5.0984911352090024e-05,2.8461317535251244e-05,334
4,0.02,1,6,0.0012249445883358151,0.00013812741706392207,0.00016352263176723112,5.752242642094626e-05,334
4,0.05,1,6,0.0018967565895088095,0.0001808788478309698,0.0012098602485091678,0.00017136717743737844,334
4,0.01,1,7,6.919959198286376e-05,8.116384893872311e-06,1.259500940069826e-06,4.1756835216122214e-07,334
4,0.02,1,7,0.00016560639221802764,1.566152224988014e-05,7.695022701780753e-06,1.8578941132809117e-06,334
4,0.05,1,7,0.00030529341277797005,2.4342771832118422e-05,0.00013271051657740956,1.6645960104563856e-05,334
4,0.01,1,8,1.174841732282804e-05,1.701725664528881e-06,2.9203394603414747e-08,8.91196732768248e-09,334
4,0.02,1,8,3.5828407166140014e-05,4.6922067069076484e-06,3.7419307482784026e-07,8.450792205339723e-08,334
4,0.05,1,8,8.660758740488457e-05,1.0146828720003464e-05,1.7693401970922214e-05,2.351870290991536e-06,334
4,0.01,1,9,1.4673661991536749e-06,1.5334168164535994e-07,2.1440237104005738e-09,1.2931406510196998e-09,334
4,0.02,1,9,5.357974316639922e-06,4.6489215953079036e-07,3.051295122889622e-08,1.0745711864361554e-08,334
4,0.05,1,9,1.5022764443685928e-05,1.1071016731093424e-06,2.297911450300869e-06,2.7030362504713797e-07,334
4,0.01,1,10,3.455495469721983e-07,5.45251207789935e-08,1.3829031599163206e-10,5.71805949374919e-11,334
4,0.02,1,10,1.4949313109356435e-06,1.9462833114416262e-07,3.506843964918337e-09,1.0894536568769676e-09,334
