depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
8,0.01,1,1,0.06185069874003812,0.01037952441863762,0.08261269509186267,0.013811582928612379,334
8,0.02,1,1,0.03841161495335495,0.006640663780474975,0.058758260446987315,0.010052842728859191,334
8,0.05,1,1,0.011042862411259742,0.0022220894725015626,0.02014466817312597,0.00396995392147282,334
8,0.01,1,2,0.17832229324544635,0.015551681553204905,0.24892281544303982,0.021510203625116162,334
8,0.02,1,2,0.10167855359331665,0.009274768527324631,0.16647120894480794,0.015035890960811378,334
8,0.05,1,2,0.021992636538000813,0.002392633949773735,0.04347385174487335,0.00469271649316171,334
8,0.01,1,3,0.3690689627211081,0.020286602763694792,0.5270440026551311,0.028918425744344806,334
8,0.02,1,3,0.21536423360474127,0.012126781872766206,0.37433795856496754,0.020857815490687,334
8,0.05,1,3,0.04822389077097182,0.0032592832470953598,0.10521620390629877,0.006914382308901163,334
8,0.01,1,4,0.33607223193451086,0.01887754883963305,0.49101366287734377,0.027630416467997743,334
8,0.02,1,4,0.2151652633322577,0.011315447811925079,0.4171800605378375,0.02066895582805647,334
8,0.05,1,4,0.053449541490882914,0.0029978532368538347,0.14952223057107702,0.007726196970701951,334
8,0.01,1,5,0.21872210625557195,0.014598962691933738,0.2877959432163127,0.02088791915782919,334
8,0.02,1,5,0.16807177029875572,0.009899968216612964,0.32349457192676434,0.01856466835240913,334
8,0.05,1,5,0.05410838316331564,0.003043814928215247,0.19633948994836514,0.009703631364382431,334
8,0.01,1,6,0.07910223507888355,0.006135839546023427,0.0729862681880557,0.008900849991699154,334
8,0.02,1,6,0.07228174499738839,0.004450629414717918,0.11684311434280947,0.008708324730749733,334
8,0.05,1,6,0.026892294467708223,0.0015747387713802002,0.13992634963933742,0.006443186122727476,334
8,0.01,1,7,0.040346654136198166,0.00378769308151143,0.02241997250781154,0.004808937775331494,334
8,0.02,1,7,0.04077049126605072,0.003019253102505733,0.04377532351381616,0.00499805257294402,334
8,0.05,1,7,0.01593237976821035,0.0011220566965200148,0.095534497836787,0.0051359927111780555,334
8,0.01,1,8,0.012898350499617309,0.0009194521257637629,0.0018721521804265916,0.0003142393662978158,334
8,0.02,1,8,0.015690834783072243,0.0010417765493038796,0.007478556609620176,0.0008111142832801871,334
8,0.05,1,8,0.006672125097421572,0.0004613363050998249,0.04868918692373967,0.0028662982188150986,334
8,0.01,1,9,0.005945635789411667,0.0004227394065118292,0.0003546433526416369,6.803410138840565e-05,334
8,0.02,1,9,0.008082728504992089,0.0005121361040885628,0.001942017716749692,0.0002248806866424217,334
8,0.05,1,9,0.003428718639939849,0.0002181859633074113,0.02592865859984599,0.0015559537445928584,334
8,0.01,1,10,0.0026926723865007265,0.00017493929370382871,5.299772443805984e-05,6.451938640089439e-06,334
8,0.02,1,10,0.004234217467431719,0.00026182150791165834,0.000460504128720611,4.1629370451137455e-05,334
8,0.05,1,10,0.0019430699621963052,0.00013161184385481319,0.013213355385394908,0.0008216952034310213,334
8,0.01,2,1,0.7786548672640292,0.03012889536652843,1.0921417729106038,0.04219529965028889,334
8,0.02,2,1,0.4543934834223958,0.01878897578370273,0.7581790881201786,0.03174461335801722,334
8,0.05,2,1,0.10455195334963256,0.005372243134446072,0.21342287846121424,0.011210276933315777,334
8,0.01,2,2,1.2843683770832521,0.03361400571825991,1.8362327157880345,0.047601706174887355,334
8,0.02,2,2,0.7704144714622323,0.021366210733399997,1.3700563349468882,0.03776017963020493,334
8,0.05,2,2,0.17893807054704128,0.006192907606410262,0.41906024574074113,0.015151857620038598,334
8,0.01,2,3,1.271409745277113,0.03218244258487133,1.8126879374297638,0.04614015311418268,334
8,0.02,2,3,0.8212834845223242,0.020450472723112012,1.5471650946641617,0.037495104179704884,334
8,0.05,2,3,0.2096174791750682,0.005808890481022863,0.6034380831214615,0.017474551710571565,334
8,0.01,2,4,0.8406616990302664,0.030299099133155132,1.130768926475373,0.04411442739413242,334
8,0.02,2,4,0.6105001900828533,0.01955888882458704,1.1645695027282676,0.03747956720001992,334
8,0.05,2,4,0.18183158688203235,0.005470608700693655,0.6611774888442873,0.017922830187395482,334
8,0.01,2,5,0.4198052415520384,0.01978999015538794,0.46321162158132717,0.02778251341456041,334
8,0.02,2,5,0.3538244837988479,0.014097887616882488,0.6051468227367902,0.02680325561837088,334
8,0.05,2,5,0.12372955278955097,0.004529856060709723,0.570109599069119,0.016538473952252247,334
8,0.01,2,6,0.1666432838414922,0.009227385429579663,0.1095488580778008,0.011241560699749955,334
8,0.02,2,6,0.16710391951923412,0.007702986533703249,0.2018913653686061,0.01286765030001188,334
8,0.05,2,6,0.06636350549586537,0.0029442024409870268,0.3827028338933698,0.013183125621138929,334
8,0.01,2,7,0.07418646997932747,0.004769820503459245,0.027435723727748097,0.005115357735744542,334
8,0.02,2,7,0.08245791325565378,0.004299518400527043,0.06271918821857565,0.006057805666272512,334
8,0.05,2,7,0.03350979470208096,0.0016770817544945803,0.22375843576297905,0.009278099589170247,334
8,0.01,2,8,0.027347504099852944,0.001452249292830512,0.0026983728556988816,0.00037454959292932533,334
8,0.02,2,8,0.035888992959730505,0.0017188316459890271,0.011941828155907,0.0010745620812870115,334
8,0.05,2,8,0.015409763479515047,0.000735248608819913,0.11334131902471839,0.005072106128192087,334
8,0.01,2,9,0.012352187835393933,0.0006829149808030437,0.0004917737502624052,7.987914356766356e-05,334
8,0.02,2,9,0.018432883053250367,0.0008997314133045758,0.0029867311224903654,0.00028466441796007894,334
8,0.05,2,9,0.008178792499237888,0.0003882448432219252,0.057888081305740795,0.002792645604609189,334
8,0.01,2,10,0.005405576289214503,0.00029214140943714634,7.340683259870762e-05,8.260698788150712e-06,334
8,0.02,2,10,0.009190911371285663,0.00045603412418915176,0.0006958069238197327,5.654415130240699e-05,334
8,0.05,2,10,0.0042637933917396825,0.0002121789024485033,0.02755103507934679,0.0013999286171970503,334
8,0.01,3,1,2.439814452738866,0.04173738750187569,3.45786016912875,0.05802268306657149,334
8,0.02,3,1,1.5088206745579031,0.02764935531925845,2.709263343992558,0.0490685449357297,334
8,0.05,3,1,0.36912265733330274,0.008516412157928734,0.938628833950844,0.02383664023193204,334
8,0.01,3,2,2.504337854025142,0.042350870775191035,3.5177420584922996,0.0597643286497366,334
8,0.02,3,2,1.6235933643096772,0.02723546804479472,3.0023631286181147,0.048875027923477116,334
8,0.05,3,2,0.4198265446367778,0.007946529627920019,1.248341253636292,0.024529558136915625,334
