depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
6,0.01,1,1,0.21333046301763361,0.019100060512922346,0.2691670587211418,0.02396635638749789,334
6,0.02,1,1,0.14941950931907752,0.013709730783243097,0.2134023416088474,0.019441689245028305,334
6,0.05,1,1,0.057749960680664104,0.005796475095138542,0.1008490118709058,0.010091518036279983,334
6,0.01,1,2,0.40967192944186254,0.023432135250769183,0.5290484039185105,0.030197288040389438,334
6,0.02,1,2,0.28205979670479814,0.01637013586619528,0.42288374494696934,0.024318835612086562,334
6,0.05,1,2,0.10174646224968321,0.0064694603106279,0.19605478329236642,0.01239185040549755,334
6,0.01,1,3,0.5077853426075679,0.024938969536325763,0.6545973835503923,0.03267598054245277,334
6,0.02,1,3,0.3721738979157248,0.01745924580598925,0.5811113974012113,0.02701127040415547,334
6,0.05,1,3,0.14763507413485227,0.006864503609272235,0.3291849382834477,0.01441959223811794,334
6,0.01,1,4,0.21419793706110343,0.01596085763918,0.2593046452557155,0.021231916470443122,334
6,0.02,1,4,0.1806788451038836,0.01150842486709935,0.2855107989918244,0.018674061298047835,334
6,0.05,1,4,0.0873055659711656,0.0048148181274068926,0.2561691701106916,0.012002332513019347,334
6,0.01,1,5,0.06628947682406341,0.006589298068168334,0.050299415381358174,0.007687435964719325,334
6,0.02,1,5,0.07405529534791029,0.00583188761479117,0.08099114707799711,0.008165142429407914,334
6,0.05,1,5,0.04965862364768136,0.0033824865869556764,0.14657496013374013,0.008712274636450652,334
6,0.01,1,6,0.014994707584282146,0.0010425246592019532,0.0038268144167314944,0.0005657484575503615,334
6,0.02,1,6,0.01997756526640516,0.0013343512722858847,0.010262264136968203,0.0011473551527172222,334
6,0.05,1,6,0.014854146426692853,0.0010416810907737243,0.04423514999886254,0.0028759843822364893,334
6,0.01,1,7,0.004979253350009339,0.0003518227071347144,0.0004991720218615836,9.327484107005509e-05,334
6,0.02,1,7,0.007425775423425916,0.00046813653282871005,0.00182477285652897,0.00021290069852752816,334
6,0.05,1,7,0.005842989795933642,0.0003402989523946444,0.014635244337507501,0.0009257906772184057,334
6,0.01,1,8,0.0018510795973474524,0.0001672602185899732,7.680483590653745e-05,2.7962223778086672e-05,334
6,0.02,1,8,0.0031996599899287654,0.00024948395475669406,0.0003461433128982007,5.999824787041083e-05,334
6,0.05,1,8,0.0029346391100068428,0.00022393769526800423,0.004838693774859743,0.00034843810705677795,334
6,0.01,1,9,0.0005404246566201712,4.543363564451183e-05,8.088970144408162e-06,1.6122750357925734e-06,334
6,0.02,1,9,0.00108520592216988,7.563294689564548e-05,5.6331335119531544e-05,7.457762514605894e-06,334
6,0.05,1,9,0.0010599671497630884,6.921480255654981e-05,0.0014539804091242134,9.832552210935871e-05,334
6,0.01,1,10,0.00014709845008902545,1.471016638185296e-05,1.4638802882112042e-06,7.450669068842004e-07,334
6,0.02,1,10,0.00035886138377473495,2.9225642621048045e-05,1.0512596817148709e-05,3.3432237253224367e-06,334
6,0.05,1,10,0.00042389036152350667,3.438771998053747e-05,0.00042189660392371854,4.007037657340206e-05,334
6,0.01,2,1,1.5506628877793203,0.036940970498846086,1.9934297017224116,0.04731060732219112,334
6,0.02,2,1,1.0951480012407562,0.026930149699190876,1.653139662119661,0.0404739377821378,334
6,0.05,2,1,0.41465313485092087,0.011651275291809551,0.8323354469490586,0.023820034719032615,334
6,0.01,2,2,1.6219270528313308,0.03752371899089799,2.0711043955559365,0.04817262635575444,334
6,0.02,2,2,1.1991213161861736,0.027307593427267796,1.8555504254957418,0.04131883183438995,334
6,0.05,2,2,0.4852918020485138,0.011684437178728524,1.1148246734025693,0.025556915473737778,334
6,0.01,2,3,1.0020505379406346,0.03468613882978942,1.2174815849525094,0.044030716482693646,334
6,0.02,2,3,0.8111430578803382,0.026212470914401546,1.2307525766771088,0.04023174063253128,334
6,0.05,2,3,0.3775911910177035,0.01149190970335104,0.9946232216332804,0.02752620780225868,334
6,0.01,2,4,0.3722715634873545,0.021492867369012642,0.37859405117654366,0.02650470295285145,334
6,0.02,2,4,0.3546266238593818,0.017267210332412457,0.46816351307166626,0.025975653840428232,334
6,0.05,2,4,0.2026071015047588,0.008461002807608323,0.5958375504833145,0.021928015467263588,334
6,0.01,2,5,0.10186358884559758,0.007321444828528852,0.058301361203043245,0.00792512011804705,334
6,0.02,2,5,0.12214992671426296,0.006965427779651648,0.10331826464708287,0.008867207564602117,334
6,0.05,2,5,0.08553307754526765,0.004324328930381864,0.25010148838122676,0.011749145270307114,334
6,0.01,2,6,0.027219997890806123,0.0014496446119091465,0.005011434152631507,0.0006228963091373832,334
6,0.02,2,6,0.03862716773980975,0.0019007375493621866,0.014517730521434742,0.0013333632267680709,334
6,0.05,2,6,0.02993905149602757,0.0014480098130564708,0.07932246425495681,0.004083020766907069,334
6,0.01,2,7,0.009184438176124078,0.0005363199400906882,0.000679340257766398,0.0001102192370174803,334
6,0.02,2,7,0.014861425186535404,0.000769284205028184,0.0026451634858854966,0.000271500029428931,334
6,0.05,2,7,0.012722536389757537,0.000613724736826502,0.026156199196933787,0.0014174949564099498,334
6,0.01,2,8,0.0029940319109164996,0.00021631832577637892,9.481332972446095e-05,2.9059094159480567e-05,334
6,0.02,2,8,0.005603182977695047,0.00034542168888446504,0.00046639662045764403,6.76711265612133e-05,334
6,0.05,2,8,0.005391590078374464,0.00031289673134809337,0.008027853205056248,0.00048574938620649804,334
6,0.01,2,9,0.0008980153735670317,6.277351988322182e-05,1.0150056431295618e-05,1.8473785394821958e-06,334
6,0.02,2,9,0.001988461616089732,0.00011802689473780611,7.519594640943814e-05,9.086657830356259e-06,334
6,0.05,2,9,0.002148840808532192,0.00011935082008069027,0.002449489377611776,0.00014975510534314694,334
6,0.01,2,10,0.00025789264812448433,2.0999484168510985e-05,1.6617315459463483e-06,7.80963032373443e-07,334
6,0.02,2,10,0.0006795619979678985,4.546305414591832e-05,1.3554198985218974e-05,3.7228152856155465e-06,334
6,0.05,2,10,0.0008398645503367657,5.296171124945683e-05,0.0007225908729613186,5.730043977456275e-05,334
6,0.01,3,1,3.0236797167774845,0.04596588970320019,3.8083905833101754,0.05843480277942467,334
6,0.02,3,1,2.2627209015553835,0.033809140756375936,3.43007588429095,0.050773005128811034,334
6,0.05,3,1,0.9455080049951006,0.01471338317592748,2.1650111797151363,0.032470820549209876,334
6,0.01,3,2,2.209545268894755,0.04786364027344959,2.6986516065176693,0.060520020942434014,334
6,0.02,3,2,1.7447682883129023,0.03588777234931907,2.6079039374775856,0.054665938845259436,334
6,0.05,3,2,0.7897516221559941,0.015360743062703205,1.9842404154330404,0.035620393723990666,334
6,0.01,3,3,1.1823696846281015,0.0392357024841033,1.3462222687663188,0.048251425649170315,334
6,0.02,3,3,1.0113542012614194,0.030775132426606313,1.4251464003634462,0.04580764969468884,334
6,0.05,3,3,0.5111716377696486,0.014131988074956846,1.3839362787124414,0.03522882252434909,334
6,0.01,3,4,0.41690890302449524,0.022603532047016962,0.3882183075049226,0.026847423282906478,334
