depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
8,0.01,1,1,0.05225653873840789,0.009168317191201692,0.07038024873241568,0.012225001287925733,334
8,0.02,1,1,0.031739179978378974,0.005801825386779494,0.04914043512888497,0.008861959742966302,334
8,0.05,1,1,0.008439595745695656,0.0017793193042427912,0.015769246549471587,0.0033060056657414493,334
8,0.01,1,2,0.18400105585762383,0.015011102617874182,0.2560377771713263,0.020676163567162932,334
8,0.02,1,2,0.10507780398778058,0.00904610598547151,0.16986101879291615,0.014333443907478358,334
8,0.05,1,2,0.023915260121986474,0.0025978394393499347,0.04620940399040281,0.0049201234380999775,334
8,0.01,1,3,0.3753016727155682,0.021208002066225213,0.5341544686300794,0.02960407027171222,334
8,0.02,1,3,0.22387557007334266,0.013358759536431787,0.39038899332606763,0.022840743915704554,334
8,0.05,1,3,0.052260714086270456,0.0037614850306529144,0.11618890000438398,0.008530899160770494,334
8,0.01,1,4,0.34654856890744656,0.018392926816106502,0.5043336950769084,0.026538759347295368,334
8,0.02,1,4,0.2263654695746439,0.011563046157866998,0.4405930697194533,0.020949513495055593,334
8,0.05,1,4,0.05807955552281348,0.0033579770347736348,0.16662992902424256,0.009221395441068285,334
8,0.01,1,5,0.18706390719863875,0.012811923727998175,0.2428417229650504,0.01867012992911467,334
8,0.02,1,5,0.1463585755831414,0.008509886345669918,0.2810643598724367,0.016070295186025638,334
8,0.05,1,5,0.04895483085675682,0.002818699302741534,0.17864733651665385,0.008508480231089958,334
8,0.01,1,6,0.07169971262465631,0.006058442123232452,0.061555012431325294,0.008165562272461645,334
8,0.02,1,6,0.06734385302098603,0.004660191373874789,0.10469041223192987,0.008566421028784492,334
8,0.05,1,6,0.02550282711985635,0.0016756496331317885,0.13448123766067865,0.006930073633673583,334
8,0.01,1,7,0.0325705108968414,0.002592605533567976,0.01410367680110971,0.002972931794361874,334
8,0.02,1,7,0.03500666988431731,0.0023473053938599508,0.03377069779086854,0.003448508755660694,334
8,0.05,1,7,0.014680797748204095,0.0010540154841595384,0.09047945385185469,0.004732998899199191,334
8,0.01,1,8,0.013578756624304779,0.0008616219038592252,0.0023150924907061033,0.00027518041548386653,334
8,0.02,1,8,0.016293352419544955,0.0010079993241177423,0.008416415664796792,0.0007287406164424886,334
8,0.05,1,8,0.007015675530648477,0.0005144299964598058,0.04985409654593896,0.0027154654897963084,334
8,0.01,1,9,0.006103060663283077,0.00042821833306511337,0.0004383371291581252,0.00010260062207966942,334
8,0.02,1,9,0.008301390130769698,0.000525561351771266,0.0021462382803329803,0.0002659915135718993,334
8,0.05,1,9,0.003597800864144059,0.00023008354144252866,0.026328104780498674,0.0015978504691506693,334
8,0.01,1,10,0.002631192004043017,0.0001857038447588463,6.646030563323501e-05,1.2204013893595266e-05,334
8,0.02,1,10,0.004115225818662582,0.0002688644926293206,0.0004965005285023326,6.0019866222299045e-05,334
8,0.05,1,10,0.0019175749323098838,0.00013578894896847636,0.012747960031861672,0.0008224854355371377,334
8,0.01,2,1,0.840377591564561,0.032235947885161896,1.1783415062055536,0.04488331475941969,334
8,0.02,2,1,0.4925195892887155,0.02030180263057767,0.8227555319533945,0.03434325988460654,334
8,0.05,2,1,0.1146608343639234,0.005789249562152059,0.23666420606704183,0.012642704052196104,334
8,0.01,2,2,1.2965590384919397,0.03453195073001459,1.8540966307545659,0.04861155844013837,334
8,0.02,2,2,0.7836061730760978,0.022306171908255974,1.4000533656621013,0.03961201851377758,334
8,0.05,2,2,0.18486808089844908,0.006602283395645822,0.4395369404113857,0.016974406840774853,334
8,0.01,2,3,1.2582887319354166,0.030810078130381075,1.7848383573249065,0.043545098797568065,334
8,0.02,2,3,0.822999807807554,0.020271037158829264,1.5439951477086404,0.03635607463294751,334
8,0.05,2,3,0.21636231149635157,0.006299272146404528,0.6189079930845021,0.018021641843147956,334
8,0.01,2,4,0.813952616545414,0.028106520085041317,1.0873232914469289,0.0406895925941936,334
8,0.02,2,4,0.5967186768785498,0.018210584879908422,1.134941560700367,0.034466585660186906,334
8,0.05,2,4,0.18087723612899662,0.005400348638648785,0.6631417002664545,0.017317088321782945,334
8,0.01,2,5,0.3790039136290217,0.018443344003166936,0.40188051163273036,0.024968610327328635,334
8,0.02,2,5,0.32801198257880687,0.013446462836051554,0.5498778440462093,0.025060348771578346,334
8,0.05,2,5,0.11807531807810287,0.004438442410988461,0.553929789204227,0.017035870124005422,334
8,0.01,2,6,0.15340183948522276,0.009292824564539892,0.09492621693233755,0.010715862753305258,334
8,0.02,2,6,0.1569877819593607,0.007899433815103435,0.1825634707925699,0.01286593901826514,334
8,0.05,2,6,0.06418020260240381,0.0030184922185409685,0.36666592933166064,0.01321904336294464,334
8,0.01,2,7,0.06551009576479991,0.0034575243710049464,0.01895519006228269,0.0030959843621382616,334
8,0.02,2,7,0.07584518100765252,0.003479295477388568,0.052125959787023994,0.004162613039630275,334
8,0.05,2,7,0.03228961639041091,0.001545697454210953,0.2169397642039352,0.008435310161599138,334
8,0.01,2,8,0.028249077608365192,0.0013924228748505329,0.0032322075460654315,0.00035960800368856755,334
