depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
4,0.01,1,1,0.6063291500073503,0.02964828082023147,0.7125146149146124,0.034703510849638346,334
4,0.02,1,1,0.4859581968404509,0.024053764191171022,0.6313081826024569,0.031007949620806715,334
4,0.05,1,1,0.26745745040424274,0.01391024188608099,0.4242545271869184,0.021791430612180095,334
4,0.01,1,2,0.5858645946981091,0.029635902064273672,0.680797558415607,0.03506592536787872,334
4,0.02,1,2,0.4909363516774026,0.023931453572724883,0.6440684600025453,0.03162462663490071,334
4,0.05,1,2,0.2921749473434007,0.013627590666355365,0.5107879855034997,0.022988878115166846,334
4,0.01,1,3,0.21986378217098348,0.019625704259870806,0.23636905647947756,0.022955199609558708,334
4,0.02,1,3,0.20628515346656837,0.01639333580491608,0.2509474525192947,0.021488527358341756,334
4,0.05,1,3,0.15100379830884364,0.010113585065697484,0.2693233390903566,0.017323376605038795,334
4,0.01,1,4,0.016196144523626967,0.0010791670989433386,0.006885580473871526,0.0006683729311499806,334
4,0.02,1,4,0.023348862116627487,0.001531126107602361,0.014812607672206863,0.0013028316489117522,334
4,0.05,1,4,0.02620948672522046,0.0017555144844564365,0.04221990546417142,0.002937858020856013,334
4,0.01,1,5,0.00378845299404626,0.0002821061240705471,0.0004924633657651622,0.00010259954851110223,334
4,0.02,1,5,0.005967443086589348,0.0004109497577584912,0.0013900667669576377,0.00021005078904736378,334
4,0.05,1,5,0.007062526671600315,0.0004456467237432848,0.00705833747002977,0.0006063769590068235,334
4,0.01,1,6,0.0006629695544865249,8.890014675192954e-05,0.0001023203450144871,4.819475798504154e-05,334
4,0.02,1,6,0.0012561395631421816,0.00013539197681843815,0.00025454729855478255,9.398091473165078e-05,334
4,0.05,1,6,0.001955738601289978,0.0001728288099952003,0.0013830682434023873,0.00022829014788561442,334
4,0.01,1,7,7.760024187168338e-05,1.0488189740244035e-05,1.7405701151150392e-06,6.599282996822991e-07,334
4,0.02,1,7,0.0001829166135834582,1.7958397912705908e-05,9.311033201363685e-06,2.7508442057394057e-06,334
4,0.05,1,7,0.00034033006248382363,2.5152915997431584e-05,0.00014301442107456628,1.9780105719857057e-05,334
4,0.01,1,8,1.0978048557069687e-05,1.2436017695658693e-06,3.178562861220262e-08,9.343359095896079e-09,334
4,0.02,1,8,3.46133285400598e-05,3.501133668915221e-06,3.7110229290602353e-07,8.588242270239851e-08,334
4,0.05,1,8,8.888420596360511e-05,8.18592666561441e-06,1.64779455302294e-05,2.063357190290555e-06,334
4,0.01,1,9,1.4189499190561257e-06,1.662513142782062e-07,8.9799187114879e-10,2.106987444717237e-10,334
4,0.02,1,9,5.359918969924631e-06,5.445024961062783e-07,2.0949691525131218e-08,4.1806225537305084e-09,334
4,0.05,1,9,1.555133880489253e-05,1.3778142364867805e-06,2.1882787859594942e-06,3.021831006146614e-07,334
4,0.01,1,10,3.237165582139729e-07,5.5957670058986314e-08,1.251195394796335e-10,5.914665448676178e-11,334
4,0.02,1,10,1.4308487470468983e-06,2.1880259992067093e-07,3.0307393747015243e-09,1.082014622203053e-09,334
4,0.05,1,10,5.112321176388609e-06,7.12356287643169e-07,4.1863377320394426e-07,8.263116208966566e-08,334
4,0.01,2,1,1.9752190886239067,0.04520972186754065,2.2812701140203457,0.0528937970258697,334
4,0.02,2,1,1.6579351254014092,0.03709016119791892,2.1447971294427055,0.04829464914173006,334
4,0.05,2,1,0.9977545164464342,0.021788638536536665,1.699486458651721,0.036189703139850045,334
4,0.01,2,2,1.0619638257306332,0.0408276682186004,1.1820201534829529,0.047238185559356716,334
4,0.02,2,2,0.9464420258812419,0.034307841843642176,1.1852293480305285,0.04433875612031681,334
4,0.05,2,2,0.6352592574530216,0.021034081367386024,1.119724894649233,0.03553871209653364,334
4,0.01,2,3,0.2571983351672605,0.02060219665469291,0.25178250563903687,0.023631570496295922,334
4,0.02,2,3,0.2603243445844842,0.01775168890003795,0.284064324206437,0.02282611946264552,334
4,0.05,2,3,0.21145128658165327,0.011567341941148158,0.36440349276555295,0.020381336094512502,334
4,0.01,2,4,0.023662552338886228,0.0012981135970874934,0.00784603562736744,0.0007096272647378266,334
4,0.02,2,4,0.035489408942694915,0.0018575802908529174,0.017571469701997616,0.0014197550902628287,334
4,0.05,2,4,0.041408105858975926,0.002100526256869434,0.056908159905834615,0.003478363673267255,334
4,0.01,2,5,0.005219970182969864,0.00035681208109747593,0.0006764391694144633,0.00013540174006605694,334
